,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
TW,Taylor Wimpey plc,Consumer Cyclical,$4.3B,"Taylor Wimpey plc is a UK-based residential developer involved in land acquisition, planning, and construction of various homes, also operating in Spain.
",113.05,-1.7,,-1.9514336445835099,-1.6528899510086026,-17.40514045322106
ABF,Associated British Foods plc,Consumer Defensive,$13.5B,"Associated British Foods is a diversified international company operating in food processing, ingredients, agriculture, grocery, and retail (including Primark).
",1889.5,-1.69,,-0.5264543300868649,-2.4522457408363447,-15.318314903407698
AHT,Ashtead Group plc,Industrials,$22.1B,"Ashtead Group plc is an international equipment rental company, operating primarily under the Sunbelt Rentals brand in the US, Canada, and the UK.
",5022.0,-1.68,,0.4600920184036807,-7.581891792418108,-6.975110256731922
IHG,InterContinental Hotels Group PLC,Consumer Cyclical,$16.8B,"InterContinental Hotels Group PLC (IHG) owns, manages, franchises, and leases hotels and resorts across various brands and segments globally.
",10021.79,-1.65,,-7.076587853500224,-5.2760869565217305,18.390862746812687
WEIR,The Weir Group PLC,Industrials,$6.1B,"The Weir Group PLC is a UK-based engineering solutions provider focused on mining and infrastructure, manufacturing equipment and offering services.
",2314.0,-1.62,,-0.7718696397941681,-1.5319148936170213,26.3543122119894
BEZ,Beazley plc,Financial Services,$5.3B,"Beazley plc is a UK-based global specialist risk insurance and reinsurance company, underwriting diverse risks like cyber, marine, property, and specialty lines.
",825.0,-1.43,,-2.884049440847557,-2.1932424422050976,32.85033294651498
CRDA,Croda International Plc,Basic Materials,$4.4B,"Croda International Plc is a specialty chemicals company that creates and sells high-performance ingredients and technologies for various sectors, including consumer care, life sciences, and industrial specialties.
",3176.0,-1.37,,1.4372404982433726,-3.670003033060358,-33.64315411621809
BKG,The Berkeley Group Holdings plc,Consumer Cyclical,$3.9B,"The Berkeley Group is a UK homebuilder focused on residential-led, mixed-use property development, specializing in brownfield regeneration in London, Birmingham, and the South of England.
",3740.0,-1.32,,-0.743099787685775,0.7000538502961766,-20.134566049099256
DCC,DCC plc,Energy,$5.2B,"DCC plc is an Irish international sales, marketing, and support services group operating across energy, healthcare, and technology sectors.
",5395.0,-1.28,,0.8411214953271028,-1.8198362147406733,-3.5325850889945465
WTB,Whitbread plc,Consumer Cyclical,$4.8B,"Whitbread PLC is a British multinational hospitality company that manages hotels and restaurants, with brands like Premier Inn, Brewers Fayre and Beefeater.
",2641.0,-1.27,,-3.7536443148688043,-8.04317548746518,-23.86805707846304
IMI,IMI plc,Industrials,$5.0B,"IMI plc is a specialist engineering company that designs, builds, and services engineered products for fluid and motion control applications, with a focus on process automation, industrial automation, and life science.
",1929.0,-1.18,,-0.20693222969477496,-2.031488065007618,11.471152872826593
DPLM,Diploma PLC,Industrials,$6.0B,"Diploma PLC is a value-add distributor of specialized technical products and services, operating through Controls, Seals, and Life Sciences sectors globally.
",4716.0,-1.17,,2.2549869904596704,4.060017652250663,39.661098317927284
CTEC,ConvaTec Group PLC,Healthcare,$4.9B,"ConvaTec Group PLC is a global medical products and tech company focused on chronic condition management, including wound, ostomy, continence, and infusion care.
",242.6,-1.14,,1.5912884839530617,0.663900414937757,-0.11553628275530245
RIO,Rio Tinto Group,Basic Materials,$78.9B,"Rio Tinto is a global mining and metals company that explores, produces, and processes various minerals like iron ore, copper, and aluminum, operating in 35 countries.
",5026.0,-1.08,,0.5401080216043208,0.49990001999600076,1.2813210080028323
VOD,Vodafone Group Public Limited Company,Communication Services,$18.1B,"Vodafone is a British multinational telecommunications company providing mobile and fixed services, including voice, data, and digital solutions, to customers and corporate clients across Asia, Africa, Europe, and Oceania.
",65.68,-1.05,,-4.976855627732353,-3.6950103533796885,8.53417878153215
CCH,Coca-Cola HBC AG,Consumer Defensive,$10.5B,"Coca-Cola HBC AG is a bottling partner of The Coca-Cola Company that manufactures, markets, and distributes non-alcoholic beverages.
",3252.0,-1.03,,9.494949494949495,17.231434751261716,34.93048748912569
LAND,Land Securities Group Plc,Real Estate,$4.4B,"Land Securities Group PLC is a UK-based real estate company that develops, invests in, and manages a diverse portfolio of properties, including retail, office, and leisure spaces.
",582.5,-1.02,,-0.935374149659864,3.7399821905609976,-2.8507007270663625
AAL,Anglo American plc,Basic Materials,$28.3B,"Anglo American is a global mining company focused on producing copper, iron ore, and crop nutrients, essential for a sustainable global economy.
",2428.5,-1.0,,-0.3896636587366694,-5.00684529630354,39.58939359643289
SN,Smith & Nephew plc,Healthcare,$9.1B,"Smith & Nephew develops, manufactures, and markets medical devices and services in orthopedics, sports medicine, and wound management.
",1022.5,-0.97,,0.2942618930848455,-0.48661800486618007,-6.375311567393564
HWDN,Howden Joinery Group Plc,Consumer Cyclical,$4.5B,"Howden Joinery Group Plc is a UK-based supplier of kitchens, joinery, and hardware products, primarily to trade customers, with operations in the United Kingdom, France, Belgium, and the Republic of Ireland.
",831.0,-0.95,,-2.0047169811320753,5.994897959183673,6.585709638946113
HLMA,Halma plc,Industrials,$11.2B,"Halma plc is a global group of life-saving technology companies focusing on safety, environmental & analysis, and healthcare.
",2941.0,-0.91,,1.1000343760742524,-0.3388681802778719,26.125565460441795
PRU,Prudential plc,Financial Services,$17.2B,"Prudential plc provides life and health insurance and asset management services to customers across Asia and Africa.
",720.43,-0.88,,-0.21745152354571332,10.461512805263503,-9.768115826807751
BNZL,Bunzl plc,Consumer Defensive,$11.3B,"Bunzl plc is an international distribution and services company providing essential non-food products to businesses globally.
",3404.0,-0.87,,-0.46783625730994155,-1.3333333333333335,6.845980852946525
RTO,Rentokil Initial plc,Industrials,$9.9B,"Rentokil Initial plc provides pest control and commercial hygiene services globally.
",420.2,-0.83,,3.2432432432432408,10.57894736842105,0.5885841044464524
PHNX,Phoenix Group Holdings plc,Financial Services,$5.2B,"Phoenix Group Holdings PLC is a UK company specializing in managing and acquiring closed life assurance and pension funds, offering long-term savings and retirement solutions.
",504.5,-0.79,,-2.3233301064859635,-0.3948667324777887,10.795229911353527
LLOY,Lloyds Banking Group plc,Financial Services,$37.6B,"Lloyds Banking Group is a UK-based financial services group providing retail, commercial banking, insurance, and wealth management services.
",62.78,-0.76,,-1.7527410002100154,1.7504039282107389,44.07702877793575
DGE,Diageo plc,Consumer Defensive,$50.5B,"Diageo plc is a British multinational alcoholic beverage company that produces, distributes, and markets a wide range of spirits and beers, including Scotch whisky.
",2129.66,-0.76,,-0.2033739456419937,-11.227177990829517,-26.605878016875856
LGEN,Legal & General Group Plc,Financial Services,$13.8B,"Legal & General Group PLC is a multinational financial services and asset management company, offering investment management, retirement solutions, and insurance products.
",240.6,-0.74,,0.5432498669717976,2.7765885207239873,8.905299469927993
AV,Aviva plc,Financial Services,$13.5B,"Aviva PLC is a UK-based insurer providing insurance, wealth, and retirement products and services to 19.6 million customers in the UK, Ireland, and Canada.
",502.4,-0.71,,-0.15898493394752228,-1.7214420964190724,19.801528162992984
MNG,M&G plc,Financial Services,$5.0B,"M&G plc is a UK-based savings and investment company that manages investments for individuals and institutions, offering a range of long-term savings, asset management, and retirement solutions.
",210.9,-0.71,,-0.42493061321527553,3.28109850729138,1.6184602639329526
ADM,Admiral Group plc,Financial Services,$8.2B,"Admiral Group plc is a financial services company offering motor, household, travel, and pet insurance, as well as personal lending products.
",2842.0,-0.7,,1.6088666428316054,6.641651031894933,13.275537745450498
SGRO,SEGRO Plc,Real Estate,$9.8B,"SEGRO Plc is a UK REIT that owns, manages, and develops modern warehouses and industrial properties in the UK and Europe.
",709.05,-0.69,,-0.2181220995201254,0.9180222940775677,-15.983856160548559
AAF,Airtel Africa Plc,Communication Services,$5.4B,"Airtel Africa Plc provides telecommunications and mobile money services across 14 African countries.
",137.88,-0.66,,-6.1402275502070305,7.5507045882894115,51.43702941474684
NXT,NEXT plc,Consumer Cyclical,$11.5B,"NEXT plc is a UK-based retailer selling clothing, homeware, and beauty products through stores, online, and franchises.
",10048.89,-0.65,,0.48889999999999423,5.755525152599446,21.791766714219207
LMP,LondonMetric Property Plc,Real Estate,$3.9B,"LondonMetric Property Plc is a UK-based REIT that invests in and manages commercial real estate assets, focusing on logistics, healthcare, convenience, and leisure sectors.
",190.3,-0.57,,0.6878306878306938,5.254423002151513,8.147737179033038
SDR,Schroders plc,Financial Services,$5.6B,"Schroders plc is a global investment management company offering asset and wealth management services to individuals, family offices, and charities.
",384.4,-0.57,,1.5878032516062572e-06,15.992760132660294,1.2330400156816077
GAW,Games Workshop Group PLC,Consumer Cyclical,$4.8B,"Games Workshop Group PLC designs, manufactures, and sells fantasy miniatures, games, and related products through its own stores, independent retailers, and online.
",14260.0,-0.56,,-1.040943789035392,0.4579077139837971,51.38085852539511
ENT,Entain Plc,Consumer Cyclical,$4.7B,"Entain PLC is a global sports betting and gaming company operating online and in retail, with brands like Ladbrokes and Coral.
",754.4,-0.53,,8.390804597701147,6.734580224833551,-15.003332450364645
UTG,Unite Group PLC,Real Estate,$4.2B,"The Unite Group PLC is a UK-based REIT that develops, manages, and operates purpose-built student accommodation (PBSA), partnering with universities and renting rooms directly to students.
",861.5,-0.46,,-0.6343713956170703,4.297820823244551,-9.163890170986484
SMIN,Smiths Group plc,Industrials,$6.9B,"Smiths Group PLC is a diversified technology company that provides critical solutions for various industries including energy, medical, and security.
",2106.73,-0.44,,1.1878001921229595,11.231784582893347,33.04220659257776
WPP,WPP plc,Communication Services,$8.4B,"WPP plc is a global communications group providing marketing and technology services, including advertising and public relations.
",769.0,-0.39,,-1.1568123393316194,4.200542005420054,10.674239667213833
AUTO,Auto Trader Group plc,Communication Services,$7.1B,"Auto Trader Group plc is a UK-based digital automotive marketplace and classified advertising business for buying and selling vehicles.
",776.4,-0.38,,0.2582613020254909,0.025764981940683825,8.175830339843987
STJ,St. James's Place plc,Financial Services,$5.8B,"St. James's Place plc is a UK-based wealth management company providing financial planning advice to individuals, trustees, and businesses.
",1143.0,-0.35,,4.193254329990884,22.705314009661837,77.182911868709
ICG,Intermediate Capital Group plc,Financial Services,$6.9B,"Intermediate Capital Group (ICG) is a global alternative asset manager investing and managing capital across private debt, real assets, structured & private equity and credit for a global client base.
",2442.0,-0.33,,4.269854824935952,8.148804251550045,34.54344568880323
EXPN,Experian plc,Industrials,$36.5B,"Experian is a global information services company providing data and analytical tools to manage credit risk and prevent fraud for businesses and consumers.
",3887.0,-0.33,,-1.6198430777018478,1.541274817136886,14.633671838200806
FCIT,F&C Investment Trust Ord,,$5.6B,"F&C Investment Trust is a UK-based investment trust aiming for long-term capital and income growth by investing in a globally diversified portfolio of listed equities, unlisted securities, and private equity, utilizing gearing.
",1194.0,-0.33,,0.16778523489932887,0.16778523489932887,23.028120602235116
PCT,Polar Capital Technology Ord,,$4.4B,"Polar Capital Technology Ord seeks to maximize capital growth by investing in a diverse, global portfolio of technology stocks.
",374.8,-0.32,,-0.18641810918774665,-1.627296587926506,29.91334488734836
STAN,Standard Chartered PLC,Financial Services,$25.9B,"Standard Chartered PLC is a British multinational bank providing corporate, commercial, institutional, consumer, and private banking services.
",1135.0,-0.31,,0.7992895204262878,6.572769953051644,95.90830872869837
REL,RELX PLC,Industrials,$75.0B,"RELX PLC provides information and analytics solutions and decision tools for professional and business customers across various industries.
",4017.0,-0.3,,-2.618181818181818,0.62625250501002,17.663163319107934
ITRK,Intertek Group plc,Industrials,$8.2B,"Intertek Group plc is a UK-based company providing quality assurance, testing, inspection, and certification (ATIC) solutions.
",5295.0,-0.28,,-0.8426966292134831,5.984787830264211,17.18526106943481
BLND,British Land Company PLC,Real Estate,$3.8B,"British Land Company PLC is a UK-based real estate investment trust (REIT) that owns, manages, and develops a diverse portfolio of properties, including offices, retail spaces, and mixed-use developments.
",365.8,-0.27,,-0.9209133517375564,3.861438762521784,7.439513067758813
FRES,Fresnillo plc,Basic Materials,$5.6B,"Fresnillo plc is a UK-based precious metals mining company, the world's largest primary silver producer and Mexico's second-largest gold miner.
",782.0,-0.26,,-1.2002526847757422,14.16058394160584,68.77405111188538
NWG,NatWest Group plc,Financial Services,$34.9B,"NatWest Group is a UK-based banking and insurance holding company providing personal, private, commercial, and investment banking services.
",444.1,-0.25,,-1.3111111111111062,6.320322485383058,107.69861991155274
INF,Informa plc,Communication Services,$11.6B,"Informa PLC is a British publishing, business intelligence, and B2B events group serving academic and specialist customer communities.
",891.0,-0.2,,-0.6910401385059926,6.42618096136202,10.63021771157309
AZN,AstraZeneca PLC,Healthcare,$176.4B,"AstraZeneca PLC is a science-led biopharmaceutical company that discovers, develops, and commercializes prescription medicines.
",11772.0,-0.14,,-0.2541942043721403,6.630434782608696,18.019428197712557
III,3i Group Ord,,$38.3B,"3i Group is a London-based international investment company focusing on private equity and infrastructure.
",4130.0,-0.1,,2.7874564459930316,6.635682933126776,72.45870961605374
HIK,Hikma Pharmaceuticals PLC,Healthcare,$5.1B,"Hikma Pharmaceuticals PLC develops, manufactures, and markets generic, branded, and in-licensed pharmaceutical products across injectables, generics, and branded segments.
",2316.0,-0.09,,-0.9409751924721984,8.732394366197182,15.708028219512773
SVT,Severn Trent PLC,Utilities,$7.6B,"Severn Trent PLC provides regulated water and waste water services in the UK and internationally.
",2435.0,-0.08,,-0.6933115823817292,-1.4967637540453074,0.5899083524612393
SBRY,J Sainsbury plc,Consumer Defensive,$6.1B,"J Sainsbury plc is a UK-based multi-channel retailer offering groceries, general merchandise, clothing, financial services, and property investments through supermarkets, convenience stores, and online platforms.
",250.8,-0.08,,-3.90804597701149,-2.5641002536847797,3.7949778080557905
SGE,The Sage Group plc,Technology,$13.2B,"The Sage Group plc is a UK-based multinational enterprise software company providing integrated business management solutions to small and medium-sized businesses globally.
",1320.0,-0.08,,0.0758150113722517,-0.9752438109527383,10.773875598203759
CPG,Compass Group PLC,Consumer Cyclical,$48.2B,"Compass Group PLC is a multinational company that provides contract food and support services across various sectors and locations.
",2812.0,-0.07,,-0.6360424028268552,3.1548055759354363,30.103717425928227
BA,BAE Systems plc,Industrials,$36.9B,"BAE Systems is a British multinational company providing advanced defense, aerospace, and security solutions.
",1335.5,-0.07,,10.417527904092601,7.269076305220884,10.982013482077392
HL,Hargreaves Lansdown plc,Financial Services,$5.2B,"Hargreaves Lansdown is a UK-based digital wealth management service providing a platform for private investors to manage investments and pensions.
",1100.5,-0.05,,-0.09078529278256922,-0.2718622564567286,54.057430177449874
IMB,Imperial Brands PLC,Consumer Defensive,$23.1B,"Imperial Brands PLC is a fast-moving consumer goods company specializing in tobacco and next-generation products, with a global presence.
",2773.0,-0.04,,-3.84882108183079,6.5718677940046115,60.21788556324766
HLN,Haleon plc,Healthcare,$34.4B,"Haleon PLC is a British multinational consumer healthcare company that manufactures and sells over-the-counter medicines, oral health products, vitamins, and supplements.
",390.7,-0.03,,0.05121638924455535,5.196555309824497,21.853198889064437
BARC,Barclays PLC,Financial Services,$42.5B,"Barclays PLC is a global financial services company providing retail, corporate, and investment banking, wealth management, and credit card services.
",308.1,-0.03,,0.11372867587328116,4.885106382978731,96.9080211016747
UU,United Utilities Group PLC,Utilities,$6.9B,"United Utilities Group PLC provides water and wastewater services in the Northwest of England.
",978.2,-0.02,,-0.5085447665737374,0.5344295991778053,-1.4324229229537921
RMV,Rightmove plc,Communication Services,$5.3B,"Rightmove plc operates the UK's leading property portal, rightmove.co.uk, connecting people with residential and commercial properties for sale and rent.
",661.4,0.0,,-1.6359345649411712,3.7978636737856752,22.05133253312678
RR,Rolls-Royce Holdings plc,Industrials,$51.3B,"Rolls-Royce Holdings plc designs, develops, manufactures, and services power systems for the aerospace, defense, power, and marine sectors.
",644.6,0.03,,3.833764928321546,6.827970487065387,80.66144115846373
PSON,Pearson plc,Communication Services,$9.0B,"Pearson plc is a learning company providing educational materials, assessments, and digital services across various markets, including education, assessment, and certifications.
",1348.5,0.04,,0.33482142857142855,4.7378640776699035,44.61029460180537
BT-A,BT Group plc,Communication Services,$14.4B,"BT Group is a UK-based telecommunications company providing fixed and mobile services, broadband, TV, and IT solutions to consumers, businesses, and public sector organizations.
",147.25,0.07,,-2.741079302368942,3.806833742780178,45.43957291883158
GSK,GSK plc,Healthcare,$61.4B,"GSK plc is a global biopharma company researching, developing, and manufacturing pharmaceutical medicines, vaccines, and consumer healthcare products.
",1444.0,0.07,,-0.06920415224913494,6.528956104758392,-10.940828049986829
HSBA,HSBC Holdings plc,Financial Services,$147.4B,"HSBC Holdings plc is a global banking and financial services company offering retail, commercial, and investment banking, as well as wealth management.
",899.1,0.11,,1.9734589488565297,9.246658566221145,70.12900181298723
ALW,Alliance Witan Ord,,$5.2B,"Alliance Witan is a UK investment trust that focuses on delivering long-term capital growth and a rising dividend through a diversified global equity portfolio.
",1319.88,0.14,,0.7541984732824512,0.9082568807339533,12.96809945787635
TSCO,Tesco PLC,Consumer Defensive,$26.0B,"Tesco PLC is a UK-based retailer of groceries, merchandise, and financial services, operating stores and online platforms in the UK, Europe and Asia.
",382.9,0.16,,-2.5451753758792504,3.4305746553747727,43.78160275038655
BATS,British American Tobacco p.l.c.,Consumer Defensive,$72.3B,"British American Tobacco is a multinational consumer goods company that manufactures and sells cigarettes, tobacco, and other nicotine products, including e-cigarettes, aiming to build a smokeless world.
",3030.0,0.17,,-10.724808485562757,2.3994592767826965,39.14466072187751
MNDI,Mondi plc,Basic Materials,$5.6B,"Mondi plc is a global packaging and paper company that manufactures and sells pulp, paper, and flexible plastic packaging products, with a focus on sustainability.
",1289.0,0.19,,3.1199999999999997,7.01535907015359,-4.578959092118753
SMT,Scottish Mortgage Ord,,$13.4B,"Scottish Mortgage is a global investment trust that aims to identify, own, and support exceptional growth companies, both public and private.
",1120.0,0.22,,2.096627164995442,4.186046511627907,41.18769494973432
EDV,Endeavour Mining plc,Basic Materials,$4.2B,"Endeavour Mining plc is a UK-based multi-asset gold producer focused on exploration, extraction, and processing of gold in West Africa.
",1758.0,0.29,,-0.22701475595913734,13.200257566001289,44.30110504821648
CNA,Centrica plc,Utilities,$7.2B,"Centrica PLC is a British multinational energy and services company that supplies electricity and gas to consumers in the UK and Ireland, offering energy solutions and home services.
",136.35,0.33,,-0.5107647108139484,1.0748748473838203,9.498854504976553
MKS,Marks and Spencer Group plc,Consumer Cyclical,$7.2B,"Marks and Spencer Group plc is a major British multinational retailer that sells clothing, beauty, home, and food products through its UK and international stores and online.
",348.3,0.37,,-0.37185528627556297,2.652523587039683,46.96094667150309
SHEL,Shell plc,Energy,$159.8B,"Shell plc is a global energy and petrochemical company involved in the exploration, production, refining, and marketing of oil and natural gas, as well as the manufacturing of chemicals.
",2692.0,0.45,,0.9866094950620069,1.1926238918667116,11.055501604530999
LSEG,London Stock Exchange Group plc,Financial Services,$64.1B,"London Stock Exchange Group (LSEG) is a global financial markets infrastructure and data provider, operating through divisions like Data & Analytics, FTSE Russell, and Capital Markets.
",11745.0,0.47,,0.08521516829995739,-1.797658862876254,34.51745366556169
