,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
SN,Smith & Nephew plc,Healthcare,$9.1B,"Smith & Nephew develops, manufactures, and markets medical devices and services in orthopedics, sports medicine, and wound management.
",1005.0,-1.95,,-2.616279069767442,1.7206477732793521,-5.0105806474241685
AZN,AstraZeneca PLC,Healthcare,$176.4B,"AstraZeneca PLC is a science-led biopharmaceutical company that discovers, develops, and commercializes prescription medicines.
",11560.0,-1.92,,1.904090267983075,5.263157894736842,24.340127406866802
BLND,British Land Company PLC,Real Estate,$3.8B,"British Land Company PLC is a UK-based real estate investment trust (REIT) that owns, manages, and develops a diverse portfolio of properties, including offices, retail spaces, and mixed-use developments.
",365.89,-1.91,,-2.998412471106606,7.299120234604102,3.893347974347719
SGRO,SEGRO Plc,Real Estate,$9.8B,"SEGRO Plc is a UK REIT that owns, manages, and develops modern warehouses and industrial properties in the UK and Europe.
",701.03,-1.87,,-2.281854454553827,4.693850890086941,-13.56152661309277
LMP,LondonMetric Property Plc,Real Estate,$3.9B,"LondonMetric Property Plc is a UK-based REIT that invests in and manages commercial real estate assets, focusing on logistics, healthcare, convenience, and leisure sectors.
",186.15,-1.77,,-0.13411690164711124,7.7256925419402585,4.554613480012584
AHT,Ashtead Group plc,Industrials,$22.1B,"Ashtead Group plc is an international equipment rental company, operating primarily under the Sunbelt Rentals brand in the US, Canada, and the UK.
",4998.0,-1.73,,-5.804749340369393,2.0,-3.1046375600466267
BKG,The Berkeley Group Holdings plc,Consumer Cyclical,$3.9B,"The Berkeley Group is a UK homebuilder focused on residential-led, mixed-use property development, specializing in brownfield regeneration in London, Birmingham, and the South of England.
",3750.0,-1.73,,-3.400309119010819,4.924454392837157,-19.888060254192684
DPLM,Diploma PLC,Industrials,$6.0B,"Diploma PLC is a value-add distributor of specialized technical products and services, operating through Controls, Seals, and Life Sciences sectors globally.
",4448.0,-1.64,,-2.2847100175746924,7.926348282005696,33.202765094881066
BNZL,Bunzl plc,Consumer Defensive,$11.3B,"Bunzl plc is an international distribution and services company providing essential non-food products to businesses globally.
",3378.0,-1.52,,-2.0301624129930396,2.9250457038391224,7.986022984716502
HLMA,Halma plc,Industrials,$11.2B,"Halma plc is a global group of life-saving technology companies focusing on safety, environmental & analysis, and healthcare.
",2853.32,-1.47,,-6.233322379231017,5.992570579494806,30.52677127021375
AUTO,Auto Trader Group plc,Communication Services,$7.1B,"Auto Trader Group plc is a UK-based digital automotive marketplace and classified advertising business for buying and selling vehicles.
",773.6,-1.3,,-2.125509096044959,-0.07750092967846352,7.904547691249414
PRU,Prudential plc,Financial Services,$17.2B,"Prudential plc provides life and health insurance and asset management services to customers across Asia and Africa.
",668.6,-1.3,,-1.4155134229193544,10.952543492868127,-15.208292824898287
MNG,M&G plc,Financial Services,$5.0B,"M&G plc is a UK-based savings and investment company that manages investments for individuals and institutions, offering a range of long-term savings, asset management, and retirement solutions.
",211.4,-1.26,,1.3908872901678684,9.78966328199708,4.515540510670775
JD,JD Sports Fashion Plc,Consumer Cyclical,$4.4B,"JD Sports Fashion Plc is a global omnichannel retailer of sports fashion brands, offering multi-branded sports, fashion, and outdoor clothing, footwear, accessories, and equipment.
",83.68,-1.25,,-6.104132157682931,-13.410595479615283,-20.19701892734265
SPX,Spirax Group plc,Industrials,$5.7B,"Spirax Group PLC provides thermal energy management and fluid technology solutions through steam thermal, electric thermal, and fluid technology solutions.
",7755.0,-1.21,,-4.2001235330450895,19.12442396313364,-22.157642654183324
EXPN,Experian plc,Industrials,$36.5B,"Experian is a global information services company providing data and analytical tools to manage credit risk and prevent fraud for businesses and consumers.
",3928.0,-1.13,,-1.9715497878712254,13.624529939253687,17.762117724437566
CNA,Centrica plc,Utilities,$7.2B,"Centrica PLC is a British multinational energy and services company that supplies electricity and gas to consumers in the UK and Ireland, offering energy solutions and home services.
",136.3,-1.12,,-4.350877192982448,1.906542056074775,4.696096094054656
SMIN,Smiths Group plc,Industrials,$6.9B,"Smiths Group PLC is a diversified technology company that provides critical solutions for various industries including energy, medical, and security.
",2030.0,-1.07,,-1.7424975798644726,16.93548387096774,28.27547830358284
GAW,Games Workshop Group PLC,Consumer Cyclical,$4.8B,"Games Workshop Group PLC designs, manufactures, and sells fantasy miniatures, games, and related products through its own stores, independent retailers, and online.
",14410.0,-1.03,,-1.0302197802197801,8.307414066390757,53.51871817763107
NXT,NEXT plc,Consumer Cyclical,$11.5B,"NEXT plc is a UK-based retailer selling clothing, homeware, and beauty products through stores, online, and franchises.
",9704.0,-1.0,,-2.491961414790997,3.8083012409071455,18.936065839347975
INF,Informa plc,Communication Services,$11.6B,"Informa PLC is a British publishing, business intelligence, and B2B events group serving academic and specialist customer communities.
",873.4,-0.98,,0.8079380642528824,9.585947302383937,10.978183812872
DGE,Diageo plc,Consumer Defensive,$50.5B,"Diageo plc is a British multinational alcoholic beverage company that produces, distributes, and markets a wide range of spirits and beers, including Scotch whisky.
",2231.32,-0.94,,-7.7585779247622915,-8.795422031473526,-22.214764330691942
RTO,Rentokil Initial plc,Industrials,$9.9B,"Rentokil Initial plc provides pest control and commercial hygiene services globally.
",394.1,-0.88,,-1.178532581954004,4.3420670539929285,0.5231068883469988
WEIR,The Weir Group PLC,Industrials,$6.1B,"The Weir Group PLC is a UK-based engineering solutions provider focused on mining and infrastructure, manufacturing equipment and offering services.
",2338.0,-0.85,,-3.6273701566364385,5.983680870353581,31.3244394991337
CRDA,Croda International Plc,Basic Materials,$4.4B,"Croda International Plc is a specialty chemicals company that creates and sells high-performance ingredients and technologies for various sectors, including consumer care, life sciences, and industrial specialties.
",3086.0,-0.8,,-7.715311004784689,-3.5926273039675096,-36.353826885311015
PCT,Polar Capital Technology Ord,,$4.4B,"Polar Capital Technology Ord seeks to maximize capital growth by investing in a diverse, global portfolio of technology stocks.
",371.07,-0.78,,-1.0480000000000018,6.019999999999999,29.518324607329845
PSON,Pearson plc,Communication Services,$9.0B,"Pearson plc is a learning company providing educational materials, assessments, and digital services across various markets, including education, assessment, and certifications.
",1312.0,-0.72,,-2.271880819366853,1.5087040618955514,40.75512893850722
CTEC,ConvaTec Group PLC,Healthcare,$4.9B,"ConvaTec Group PLC is a global medical products and tech company focused on chronic condition management, including wound, ostomy, continence, and infusion care.
",235.0,-0.68,,-4.8582995951417,4.630451297357104,0.40802888180788377
SDR,Schroders plc,Financial Services,$5.6B,"Schroders plc is a global investment management company offering asset and wealth management services to individuals, family offices, and charities.
",368.89,-0.62,,4.206214689265533,21.425284668341817,-3.2836643653727062
HIK,Hikma Pharmaceuticals PLC,Healthcare,$5.1B,"Hikma Pharmaceuticals PLC develops, manufactures, and markets generic, branded, and in-licensed pharmaceutical products across injectables, generics, and branded segments.
",2280.0,-0.61,,-0.5235602094240838,12.759643916913946,21.088746913098422
LLOY,Lloyds Banking Group plc,Financial Services,$37.6B,"Lloyds Banking Group is a UK-based financial services group providing retail, commercial banking, insurance, and wealth management services.
",62.96,-0.6,,0.9945457906553637,19.06202482655139,60.387534762841085
ENT,Entain Plc,Consumer Cyclical,$4.7B,"Entain PLC is a global sports betting and gaming company operating online and in retail, with brands like Ladbrokes and Coral.
",738.6,-0.59,,4.499152908353746,18.327456833663952,-25.391529131726504
EDV,Endeavour Mining plc,Basic Materials,$4.2B,"Endeavour Mining plc is a UK-based multi-asset gold producer focused on exploration, extraction, and processing of gold in West Africa.
",1710.0,-0.58,,4.077906269020085,14.381270903010032,36.89430199279855
IMI,IMI plc,Industrials,$5.0B,"IMI plc is a specialist engineering company that designs, builds, and services engineered products for fluid and motion control applications, with a focus on process automation, industrial automation, and life science.
",1928.0,-0.57,,-4.174950298210735,5.010893246187364,13.741209441437793
SSE,SSE plc,Utilities,$17.9B,"SSE plc is a UK-based energy company focused on electricity networks and renewables, involved in generation, transmission, distribution, and supply.
",1559.5,-0.57,,-4.413116763714373,1.200519143413368,3.282779673815107
HSX,Hiscox Ltd,Financial Services,$3.7B,"Hiscox Ltd is a Bermuda-based international insurer specializing in niche areas like property, casualty, and specialty insurance for companies and high-net-worth individuals.
",1091.0,-0.55,,-0.18298261665141813,5.004812319538017,5.773480839525121
SBRY,J Sainsbury plc,Consumer Defensive,$6.1B,"J Sainsbury plc is a UK-based multi-channel retailer offering groceries, general merchandise, clothing, financial services, and property investments through supermarkets, convenience stores, and online platforms.
",262.98,-0.46,,3.3726439895304625,4.357142857142864,7.985789576967994
RR,Rolls-Royce Holdings plc,Industrials,$51.3B,"Rolls-Royce Holdings plc designs, develops, manufactures, and services power systems for the aerospace, defense, power, and marine sectors.
",603.2,-0.46,,-0.4620462046204545,4.000000000000008,95.1471976995019
AV,Aviva plc,Financial Services,$13.5B,"Aviva PLC is a UK-based insurer providing insurance, wealth, and retirement products and services to 19.6 million customers in the UK, Ireland, and Canada.
",512.0,-0.43,,-0.38910505836575876,8.520562366922205,30.374942222970997
BARC,Barclays PLC,Financial Services,$42.5B,"Barclays PLC is a global financial services company providing retail, corporate, and investment banking, wealth management, and credit card services.
",306.25,-0.41,,3.1144781144781146,18.678556282553167,124.2187634408482
ABF,Associated British Foods plc,Consumer Defensive,$13.5B,"Associated British Foods is a diversified international company operating in food processing, ingredients, agriculture, grocery, and retail (including Primark).
",1861.5,-0.4,,-2.1293375394321767,-3.624126326689102,-15.54186400637764
RMV,Rightmove plc,Communication Services,$5.3B,"Rightmove plc operates the UK's leading property portal, rightmove.co.uk, connecting people with residential and commercial properties for sale and rent.
",666.0,-0.39,,-0.5079211667251732,3.19181512344062,22.722023035437154
MRO,Melrose Industries PLC,Industrials,$8.0B,"Melrose Industries PLC is a UK-based aerospace company providing advanced components and systems to major original equipment manufacturers in civil and defense markets.
",620.6,-0.39,,1.2067820687632922,10.191758975294313,5.453637689926863
III,3i Group Ord,,$38.3B,"3i Group is a London-based international investment company focusing on private equity and infrastructure.
",4012.0,-0.37,,2.7663934426229506,11.630495269894269,69.8262658130064
WPP,WPP plc,Communication Services,$8.4B,"WPP plc is a global communications group providing marketing and technology services, including advertising and public relations.
",785.0,-0.36,,1.4998674967363477,7.829670329670329,6.093786965750557
NWG,NatWest Group plc,Financial Services,$34.9B,"NatWest Group is a UK-based banking and insurance holding company providing personal, private, commercial, and investment banking services.
",446.3,-0.36,,3.047793514306588,19.204061772339358,129.22845761430813
AAF,Airtel Africa Plc,Communication Services,$5.4B,"Airtel Africa Plc provides telecommunications and mobile money services across 14 African countries.
",144.5,-0.34,,0.069256307301035,25.980822881106892,47.08458470410415
FCIT,F&C Investment Trust Ord,,$5.6B,"F&C Investment Trust is a UK-based investment trust aiming for long-term capital and income growth by investing in a globally diversified portfolio of listed equities, unlisted securities, and private equity, utilizing gearing.
",1179.96,-0.34,,-0.6767676767676737,4.792184724689168,20.359539895439386
SVT,Severn Trent PLC,Utilities,$7.6B,"Severn Trent PLC provides regulated water and waste water services in the UK and internationally.
",2460.0,-0.32,,-2.6513652552433715,4.193138500635324,3.4147997611931964
ITRK,Intertek Group plc,Industrials,$8.2B,"Intertek Group plc is a UK-based company providing quality assurance, testing, inspection, and certification (ATIC) solutions.
",5065.0,-0.3,,-0.8806262230919765,5.829502716255746,17.755664080680937
SGE,The Sage Group plc,Technology,$13.2B,"The Sage Group plc is a UK-based multinational enterprise software company providing integrated business management solutions to small and medium-sized businesses globally.
",1323.0,-0.26,,-1.8545994065281897,3.399765533411489,14.52175561444244
BEZ,Beazley plc,Financial Services,$5.3B,"Beazley plc is a UK-based global specialist risk insurance and reinsurance company, underwriting diverse risks like cyber, marine, property, and specialty lines.
",864.5,-0.23,,3.162291169451074,10.762331838565023,52.566640071927516
REL,RELX PLC,Industrials,$75.0B,"RELX PLC provides information and analytics solutions and decision tools for professional and business customers across various industries.
",4035.0,-0.2,,0.2484472049689441,5.877722382576751,23.151923108734813
CPG,Compass Group PLC,Consumer Cyclical,$48.2B,"Compass Group PLC is a multinational company that provides contract food and support services across various sectors and locations.
",2729.0,-0.18,,-2.2214260121820137,2.688611818485814,26.804369890396533
ALW,Alliance Witan Ord,,$5.2B,"Alliance Witan is a UK investment trust that focuses on delivering long-term capital growth and a rising dividend through a diversified global equity portfolio.
",1308.88,-0.09,,-1.1419939577039193,4.210191082802557,13.548209788235493
LSEG,London Stock Exchange Group plc,Financial Services,$64.1B,"London Stock Exchange Group (LSEG) is a global financial markets infrastructure and data provider, operating through divisions like Data & Analytics, FTSE Russell, and Capital Markets.
",11750.0,-0.09,,-2.3680930619027833,0.6423982869379015,33.96877943997888
STJ,St. James's Place plc,Financial Services,$5.8B,"St. James's Place plc is a UK-based wealth management company providing financial planning advice to individuals, trustees, and businesses.
",1099.0,-0.09,,4.269449715370019,35.3448275862069,76.04804271141121
ADM,Admiral Group plc,Financial Services,$8.2B,"Admiral Group plc is a financial services company offering motor, household, travel, and pet insurance, as well as personal lending products.
",2777.0,-0.07,,2.737698853126156,9.849683544303797,10.429072381936164
TSCO,Tesco PLC,Consumer Defensive,$26.0B,"Tesco PLC is a UK-based retailer of groceries, merchandise, and financial services, operating stores and online platforms in the UK, Europe and Asia.
",386.86,-0.04,,3.938739202623761,7.550733075131615,43.81383271636522
SHEL,Shell plc,Energy,$159.8B,"Shell plc is a global energy and petrochemical company involved in the exploration, production, refining, and marketing of oil and natural gas, as well as the manufacturing of chemicals.
",2645.5,-0.04,,-1.2320328542094456,0.780952380952381,7.165068119643091
RKT,Reckitt Benckiser Group plc,Consumer Defensive,$36.5B,"Reckitt Benckiser is a global consumer goods company producing health, hygiene, and nutrition products.
",5258.0,-0.04,,-1.3508442776735459,6.222222222222222,-4.28256259010967
HLN,Haleon plc,Healthcare,$34.4B,"Haleon PLC is a British multinational consumer healthcare company that manufactures and sells over-the-counter medicines, oral health products, vitamins, and supplements.
",377.9,-0.03,,0.8540132609338301,1.6680084986156603,20.38680019918269
UU,United Utilities Group PLC,Utilities,$6.9B,"United Utilities Group PLC provides water and wastewater services in the Northwest of England.
",996.4,-0.02,,-2.600195503421312,4.1823478215031855,1.3743654095762103
HL,Hargreaves Lansdown plc,Financial Services,$5.2B,"Hargreaves Lansdown is a UK-based digital wealth management service providing a platform for private investors to manage investments and pensions.
",1101.0,0.0,,-0.13605442176870747,-0.09074410163339383,40.85618535424829
PHNX,Phoenix Group Holdings plc,Financial Services,$5.2B,"Phoenix Group Holdings PLC is a UK company specializing in managing and acquiring closed life assurance and pension funds, offering long-term savings and retirement solutions.
",520.5,0.0,,-0.3827751196172249,8.573217902958556,15.758908907040588
STAN,Standard Chartered PLC,Financial Services,$25.9B,"Standard Chartered PLC is a British multinational bank providing corporate, commercial, institutional, consumer, and private banking services.
",1110.24,0.02,,1.6703296703296713,8.31609756097561,99.54247351342813
WTB,Whitbread plc,Consumer Cyclical,$4.8B,"Whitbread PLC is a British multinational hospitality company that manages hotels and restaurants, with brands like Premier Inn, Brewers Fayre and Beefeater.
",2771.0,0.14,,-1.4930678990401707,-3.179594689028651,-19.32335204673524
IMB,Imperial Brands PLC,Consumer Defensive,$23.1B,"Imperial Brands PLC is a fast-moving consumer goods company specializing in tobacco and next-generation products, with a global presence.
",2829.0,0.14,,3.9691289966923926,8.43234955921809,61.271580486217594
RIO,Rio Tinto Group,Basic Materials,$78.9B,"Rio Tinto is a global mining and metals company that explores, produces, and processes various minerals like iron ore, copper, and aluminum, operating in 35 countries.
",5035.0,0.18,,2.9441831936209364,4.503943545039435,0.7437113583559741
ULVR,Unilever PLC,Consumer Defensive,$115.4B,"Unilever PLC is a global fast-moving consumer goods (FMCG) company that manufactures and supplies food, beauty, personal care, home care products, and more.
",4675.0,0.19,,0.9283246977547497,3.109836788707543,21.039936643158164
KGF,Kingfisher plc,Consumer Cyclical,$4.3B,"Kingfisher plc is an international home improvement company with over 1900 stores operating in eight countries across Europe.
",246.1,0.24,,-0.0406161451997155,6.5829391534457935,16.540359528861718
FRES,Fresnillo plc,Basic Materials,$5.6B,"Fresnillo plc is a UK-based precious metals mining company, the world's largest primary silver producer and Mexico's second-largest gold miner.
",755.5,0.33,,8.548850574712644,13.09880239520958,55.420829982162175
EZJ,easyJet plc,Industrials,$3.8B,"easyJet plc is a British multinational low-cost airline group offering short-haul passenger flights and package holidays, primarily in Europe.
",531.14,0.37,,3.778822326751321,4.596300269417694,-2.0719189000164886
DCC,DCC plc,Energy,$5.2B,"DCC plc is an Irish international sales, marketing, and support services group operating across energy, healthcare, and technology sectors.
",5299.45,0.37,,-5.366964285714289,4.319881889763776,-3.948035365135621
NG,National Grid plc,Utilities,$48.6B,"National Grid plc is a multinational energy company focused on electricity and gas transmission and distribution in the UK and Northeastern US, with growing investments in clean energy infrastructure.
",981.0,0.39,,0.12247522167603986,6.816199251069943,4.0217747543117435
BT-A,BT Group plc,Communication Services,$14.4B,"BT Group is a UK-based telecommunications company providing fixed and mobile services, broadband, TV, and IT solutions to consumers, businesses, and public sector organizations.
",149.45,0.4,,5.320652874039812,8.062181274189392,51.779567157233366
BATS,British American Tobacco p.l.c.,Consumer Defensive,$72.3B,"British American Tobacco is a multinational consumer goods company that manufactures and sells cigarettes, tobacco, and other nicotine products, including e-cigarettes, aiming to build a smokeless world.
",3345.0,0.45,,4.629340006255865,12.778152393796358,50.26672356593927
IHG,InterContinental Hotels Group PLC,Consumer Cyclical,$16.8B,"InterContinental Hotels Group PLC (IHG) owns, manages, franchises, and leases hotels and resorts across various brands and segments globally.
",10865.0,0.51,,0.41589648798521256,8.379052369077307,42.723958200708
IAG,International Consolidated Airlines Group S.A.,Industrials,$17.0B,"International Consolidated Airlines Group (IAG) is an airline company holding interests in passenger and freight air transportation services through its subsidiaries like British Airways, Iberia, Vueling, and Aer Lingus.
",365.7,0.63,,8.227288134261448,16.91176926836835,153.97345787507436
