,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
RIO,Rio Tinto Group,Basic Materials,$78.9B,"Rio Tinto is a global mining and metals company that explores, produces, and processes various minerals like iron ore, copper, and aluminum, operating in 35 countries.
",4755.0,-1.32,,-6.434474616292799,-2.7806174606419956,-6.544013105396427
AAL,Anglo American plc,Basic Materials,$28.3B,"Anglo American is a global mining company focused on producing copper, iron ore, and crop nutrients, essential for a sustainable global economy.
",2333.0,-1.27,,,,
CCH,Coca-Cola HBC AG,Consumer Defensive,$10.5B,"Coca-Cola HBC AG is a bottling partner of The Coca-Cola Company that manufactures, markets, and distributes non-alcoholic beverages.
",3372.0,-1.11,,1.9347037484885126,20.0,41.2683651681325
SHEL,Shell plc,Energy,$159.8B,"Shell plc is a global energy and petrochemical company involved in the exploration, production, refining, and marketing of oil and natural gas, as well as the manufacturing of chemicals.
",2628.28,-0.89,,-0.3495734597156322,-0.5571265837704625,8.265093847412029
RTO,Rentokil Initial plc,Industrials,$9.9B,"Rentokil Initial plc provides pest control and commercial hygiene services globally.
",394.8,-0.88,,-1.6932285856994875,-1.0030059968420246,-8.12543249941197
LAND,Land Securities Group Plc,Real Estate,$4.4B,"Land Securities Group PLC is a UK-based real estate company that develops, invests in, and manages a diverse portfolio of properties, including retail, office, and leisure spaces.
",571.15,-0.84,,0.11393514460998726,-2.3515771294704506,-7.908469041494288
BP,BP p.l.c.,Energy,$66.5B,"BP p.l.c. is a British multinational integrated energy company involved in oil and gas exploration, refining, distribution, and marketing, with growing interests in renewable energy.
",434.2,-0.83,,-2.972067039106148,2.786982513983255,-7.52625855299196
ALW,Alliance Witan Ord,,$5.2B,"Alliance Witan is a UK investment trust that focuses on delivering long-term capital growth and a rising dividend through a diversified global equity portfolio.
",1259.76,-0.81,,-3.3875552504885413,-4.846963175425918,5.3538032331307335
LMP,LondonMetric Property Plc,Real Estate,$3.9B,"LondonMetric Property Plc is a UK-based REIT that invests in and manages commercial real estate assets, focusing on logistics, healthcare, convenience, and leisure sectors.
",186.4,-0.8,,-2.4083769633507823,3.2744183640230567e-06,1.6799742502066566
FCIT,F&C Investment Trust Ord,,$5.6B,"F&C Investment Trust is a UK-based investment trust aiming for long-term capital and income growth by investing in a globally diversified portfolio of listed equities, unlisted securities, and private equity, utilizing gearing.
",1149.33,-0.75,,-3.0919055649241205,-3.2550505050505114,17.057037963083424
WTB,Whitbread plc,Consumer Cyclical,$4.8B,"Whitbread PLC is a British multinational hospitality company that manages hotels and restaurants, with brands like Premier Inn, Brewers Fayre and Beefeater.
",2661.0,-0.71,,0.49093655589123864,-5.40348382509776,-15.560000712740152
ENT,Entain Plc,Consumer Cyclical,$4.7B,"Entain PLC is a global sports betting and gaming company operating online and in retail, with brands like Ladbrokes and Coral.
",744.0,-0.64,,0.8130081300813009,5.2631597127202605,-11.908242956331922
PRU,Prudential plc,Financial Services,$17.2B,"Prudential plc provides life and health insurance and asset management services to customers across Asia and Africa.
",722.6,-0.63,,1.0064265222571878,6.5467394564739365,-3.664191495343336
JD,JD Sports Fashion Plc,Consumer Cyclical,$4.4B,"JD Sports Fashion Plc is a global omnichannel retailer of sports fashion brands, offering multi-branded sports, fashion, and outdoor clothing, footwear, accessories, and equipment.
",78.9,-0.55,,-3.118863415105744,-11.46768675001414,-33.271948608413375
HIK,Hikma Pharmaceuticals PLC,Healthcare,$5.1B,"Hikma Pharmaceuticals PLC develops, manufactures, and markets generic, branded, and in-licensed pharmaceutical products across injectables, generics, and branded segments.
",2170.0,-0.55,,-6.0606060606060606,-5.322862129144852,11.268907475184943
PSH,Pershing Square Holdings Ord,,$7.5B,"Pershing Square Holdings is an investment holding company that acquires and holds significant positions in a concentrated number of large capitalization companies, aiming to maximize long-term growth in intrinsic value per share.
",4270.0,-0.51,,-4.044943820224719,-0.2773204045623363,9.174978578447886
LSEG,London Stock Exchange Group plc,Financial Services,$64.1B,"London Stock Exchange Group (LSEG) is a global financial markets infrastructure and data provider, operating through divisions like Data & Analytics, FTSE Russell, and Capital Markets.
",11715.0,-0.51,,1.122140699179974,-2.658911508101371,29.178596180344524
AAF,Airtel Africa Plc,Communication Services,$5.4B,"Airtel Africa Plc provides telecommunications and mobile money services across 14 African countries.
",142.6,-0.49,,3.333333333333329,-1.246533221999121,51.5033165447239
BLND,British Land Company PLC,Real Estate,$3.8B,"British Land Company PLC is a UK-based real estate investment trust (REIT) that owns, manages, and develops a diverse portfolio of properties, including offices, retail spaces, and mixed-use developments.
",361.12,-0.46,,-0.517906336088153,-4.262993554254053,1.3532995636898117
AZN,AstraZeneca PLC,Healthcare,$176.4B,"AstraZeneca PLC is a science-led biopharmaceutical company that discovers, develops, and commercializes prescription medicines.
",11966.91,-0.43,,2.211393918688075,5.506237370947864,19.145522911572474
AV,Aviva plc,Financial Services,$13.5B,"Aviva PLC is a UK-based insurer providing insurance, wealth, and retirement products and services to 19.6 million customers in the UK, Ireland, and Canada.
",544.51,-0.42,,9.207780452163266,5.935797665369648,21.49119097975501
GLEN,Glencore plc,Basic Materials,$42.3B,"Glencore PLC is a Swiss multinational commodity trading and mining company that produces, sources, processes, refines, transports, stores, finances, and supplies commodities worldwide.
",315.6,-0.39,,-2.5474775198486688,-9.95720399429386,-17.470224991734312
MNG,M&G plc,Financial Services,$5.0B,"M&G plc is a UK-based savings and investment company that manages investments for individuals and institutions, offering a range of long-term savings, asset management, and retirement solutions.
",211.81,-0.37,,1.2476114196137158,1.5875299760191857,-3.9233977439421848
SDR,Schroders plc,Financial Services,$5.6B,"Schroders plc is a global investment management company offering asset and wealth management services to individuals, family offices, and charities.
",370.8,-0.32,,-3.437499999999997,4.74576271186441,-3.632159344826738
SMIN,Smiths Group plc,Industrials,$6.9B,"Smiths Group PLC is a diversified technology company that provides critical solutions for various industries including energy, medical, and security.
",2026.0,-0.3,,-1.267056530214425,-1.9361084220716358,25.59893170099797
INF,Informa plc,Communication Services,$11.6B,"Informa PLC is a British publishing, business intelligence, and B2B events group serving academic and specialist customer communities.
",854.8,-0.26,,-3.149782047918344,-1.3388762796847247,5.190705541666614
AHT,Ashtead Group plc,Industrials,$22.1B,"Ashtead Group plc is an international equipment rental company, operating primarily under the Sunbelt Rentals brand in the US, Canada, and the UK.
",4801.0,-0.25,,-1.8601798855273917,-9.517527327553713,-15.559113270244298
PHNX,Phoenix Group Holdings plc,Financial Services,$5.2B,"Phoenix Group Holdings PLC is a UK company specializing in managing and acquiring closed life assurance and pension funds, offering long-term savings and retirement solutions.
",518.28,-0.24,,2.4268774703557257,-0.8076555023923497,14.367195691017162
BNZL,Bunzl plc,Consumer Defensive,$11.3B,"Bunzl plc is an international distribution and services company providing essential non-food products to businesses globally.
",3330.0,-0.24,,-1.06951871657754,-3.4222737819025526,8.634382011572063
EXPN,Experian plc,Industrials,$36.5B,"Experian is a global information services company providing data and analytical tools to manage credit risk and prevent fraud for businesses and consumers.
",3763.24,-0.23,,-1.9223351576752727,-6.0833541302720295,12.015963089207736
SPX,Spirax Group plc,Industrials,$5.7B,"Spirax Group PLC provides thermal energy management and fluid technology solutions through steam thermal, electric thermal, and fluid technology solutions.
",7285.0,-0.21,,-4.270696452036794,-10.006176652254478,-28.982230706457273
GAW,Games Workshop Group PLC,Consumer Cyclical,$4.8B,"Games Workshop Group PLC designs, manufactures, and sells fantasy miniatures, games, and related products through its own stores, independent retailers, and online.
",14245.58,-0.17,,0.6754770318021196,-2.1594780219780225,51.21388995486017
LGEN,Legal & General Group Plc,Financial Services,$13.8B,"Legal & General Group PLC is a multinational financial services and asset management company, offering investment management, retirement solutions, and insurance products.
",243.3,-0.16,,2.183953701464272,0.41271024995760697,0.24969704864964706
ADM,Admiral Group plc,Financial Services,$8.2B,"Admiral Group plc is a financial services company offering motor, household, travel, and pet insurance, as well as personal lending products.
",2874.0,-0.14,,2.642857142857143,6.326304106548279,8.466620350833225
AUTO,Auto Trader Group plc,Communication Services,$7.1B,"Auto Trader Group plc is a UK-based digital automotive marketplace and classified advertising business for buying and selling vehicles.
",775.4,-0.1,,0.3883966197713728,-1.897776309556962,5.251479977481887
ITRK,Intertek Group plc,Industrials,$8.2B,"Intertek Group plc is a UK-based company providing quality assurance, testing, inspection, and certification (ATIC) solutions.
",5120.0,-0.1,,-2.5689819219790673,0.19569471624266144,10.827500646314778
DPLM,Diploma PLC,Industrials,$6.0B,"Diploma PLC is a value-add distributor of specialized technical products and services, operating through Controls, Seals, and Life Sciences sectors globally.
",4488.0,-0.04,,-3.192407247627265,-1.4059753954305798,30.863588654816827
SN,Smith & Nephew plc,Healthcare,$9.1B,"Smith & Nephew develops, manufactures, and markets medical devices and services in orthopedics, sports medicine, and wound management.
",1146.53,0.0,,10.936623125302368,11.09786821705426,11.94257402849702
HL,Hargreaves Lansdown plc,Financial Services,$5.2B,"Hargreaves Lansdown is a UK-based digital wealth management service providing a platform for private investors to manage investments and pensions.
",1100.0,0.0,,0.09099181073703368,-0.22675736961451248,46.82369441666861
GSK,GSK plc,Healthcare,$61.4B,"GSK plc is a global biopharma company researching, developing, and manufacturing pharmaceutical medicines, vaccines, and consumer healthcare products.
",1462.71,0.12,,2.35899230230931,4.119061432879187,-12.262125544063593
NXT,NEXT plc,Consumer Cyclical,$11.5B,"NEXT plc is a UK-based retailer selling clothing, homeware, and beauty products through stores, online, and franchises.
",10023.0,0.13,,0.07988017973040439,0.7134244372990354,22.498542252652456
SBRY,J Sainsbury plc,Consumer Defensive,$6.1B,"J Sainsbury plc is a UK-based multi-channel retailer offering groceries, general merchandise, clothing, financial services, and property investments through supermarkets, convenience stores, and online platforms.
",258.2,0.16,,2.21694131479533,1.4937131268414416,5.096885500670212
TSCO,Tesco PLC,Consumer Defensive,$26.0B,"Tesco PLC is a UK-based retailer of groceries, merchandise, and financial services, operating stores and online platforms in the UK, Europe and Asia.
",380.1,0.18,,1.6038475804847125,2.1225114276929444,37.81997947159951
UTG,Unite Group PLC,Real Estate,$4.2B,"The Unite Group PLC is a UK-based REIT that develops, manages, and operates purpose-built student accommodation (PBSA), partnering with universities and renting rooms directly to students.
",838.0,0.24,,-2.6147588611272514,-2.2170361726954493,-12.263930963895325
CNA,Centrica plc,Utilities,$7.2B,"Centrica PLC is a British multinational energy and services company that supplies electricity and gas to consumers in the UK and Ireland, offering energy solutions and home services.
",147.6,0.24,,1.7229454109745876,3.578947368421049,17.787938537409527
EZJ,easyJet plc,Industrials,$3.8B,"easyJet plc is a British multinational low-cost airline group offering short-haul passenger flights and package holidays, primarily in Europe.
",506.6,0.28,,2.84206125112033,-0.9919326431588696,-8.002302343653271
MKS,Marks and Spencer Group plc,Consumer Cyclical,$7.2B,"Marks and Spencer Group plc is a major British multinational retailer that sells clothing, beauty, home, and food products through its UK and international stores and online.
",356.7,0.28,,3.062696824487774,6.223946684571279,54.96648524580513
SGE,The Sage Group plc,Technology,$13.2B,"The Sage Group plc is a UK-based multinational enterprise software company providing integrated business management solutions to small and medium-sized businesses globally.
",1269.0,0.28,,-2.234206471494607,-5.86053412462908,1.253635699368205
STAN,Standard Chartered PLC,Financial Services,$25.9B,"Standard Chartered PLC is a British multinational bank providing corporate, commercial, institutional, consumer, and private banking services.
",1269.0,0.36,,7.269653423499578,16.208791208791208,86.0426593654918
KGF,Kingfisher plc,Consumer Cyclical,$4.3B,"Kingfisher plc is an international home improvement company with over 1900 stores operating in eight countries across Europe.
",250.4,0.36,,2.037492350397023,1.7059313987890794,10.796190875374348
HLMA,Halma plc,Industrials,$11.2B,"Halma plc is a global group of life-saving technology companies focusing on safety, environmental & analysis, and healthcare.
",2787.0,0.36,,-4.358270418668496,-8.412750575090373,21.236546606693143
MNDI,Mondi plc,Basic Materials,$5.6B,"Mondi plc is a global packaging and paper company that manufactures and sells pulp, paper, and flexible plastic packaging products, with a focus on sustainability.
",1224.5,0.41,,-1.1702986279257466,-3.00990099009901,-10.299578060958275
BATS,British American Tobacco p.l.c.,Consumer Defensive,$72.3B,"British American Tobacco is a multinational consumer goods company that manufactures and sells cigarettes, tobacco, and other nicotine products, including e-cigarettes, aiming to build a smokeless world.
",3080.0,0.42,,3.87858347386172,-3.6596809508914605,34.38248637340233
IMB,Imperial Brands PLC,Consumer Defensive,$23.1B,"Imperial Brands PLC is a fast-moving consumer goods company specializing in tobacco and next-generation products, with a global presence.
",2798.0,0.43,,4.247391952309985,2.8499316927814755,64.9329193247377
SVT,Severn Trent PLC,Utilities,$7.6B,"Severn Trent PLC provides regulated water and waste water services in the UK and internationally.
",2467.0,0.45,,1.3557929334428924,-2.374356944994064,-1.194447475639944
CPG,Compass Group PLC,Consumer Cyclical,$48.2B,"Compass Group PLC is a multinational company that provides contract food and support services across various sectors and locations.
",2777.0,0.47,,-0.6084466714387974,-0.5016123253314224,30.181444535965756
RKT,Reckitt Benckiser Group plc,Consumer Defensive,$36.5B,"Reckitt Benckiser is a global consumer goods company producing health, hygiene, and nutrition products.
",5288.0,0.53,,0.4941087039148613,-0.7879924953095686,3.12753865226781
VOD,Vodafone Group Public Limited Company,Communication Services,$18.1B,"Vodafone is a British multinational telecommunications company providing mobile and fixed services, including voice, data, and digital solutions, to customers and corporate clients across Asia, Africa, Europe, and Oceania.
",69.72,0.55,,5.317225398831802,1.5142686228931805,0.3309859595640963
ULVR,Unilever PLC,Consumer Defensive,$115.4B,"Unilever PLC is a global fast-moving consumer goods (FMCG) company that manufactures and supplies food, beauty, personal care, home care products, and more.
",4469.55,0.55,,1.658658630199305,-3.498894684501975,15.73931502732196
LLOY,Lloyds Banking Group plc,Financial Services,$37.6B,"Lloyds Banking Group is a UK-based financial services group providing retail, commercial banking, insurance, and wealth management services.
",72.14,0.59,,7.351195351337041,15.720243540944692,52.28999208474995
SGRO,SEGRO Plc,Real Estate,$9.8B,"SEGRO Plc is a UK REIT that owns, manages, and develops modern warehouses and industrial properties in the UK and Europe.
",707.0,0.6,,-0.47860702381969056,-1.4496827516219748,-18.372076717008696
REL,RELX PLC,Industrials,$75.0B,"RELX PLC provides information and analytics solutions and decision tools for professional and business customers across various industries.
",3807.0,0.63,,-2.5345622119815667,-5.416149068322981,11.661903175955658
ABF,Associated British Foods plc,Consumer Defensive,$13.5B,"Associated British Foods is a diversified international company operating in food processing, ingredients, agriculture, grocery, and retail (including Primark).
",1891.0,0.64,,-1.0465724751439036,-0.5783385909568874,-16.23650319549956
DCC,DCC plc,Energy,$5.2B,"DCC plc is an Irish international sales, marketing, and support services group operating across energy, healthcare, and technology sectors.
",5325.0,0.66,,-0.7455731593662628,-4.910714285714286,-4.604827228771805
IHG,InterContinental Hotels Group PLC,Consumer Cyclical,$16.8B,"InterContinental Hotels Group PLC (IHG) owns, manages, franchises, and leases hotels and resorts across various brands and segments globally.
",9980.0,0.73,,0.8080808080808081,-7.763401109057301,20.17303848869309
CTEC,ConvaTec Group PLC,Healthcare,$4.9B,"ConvaTec Group PLC is a global medical products and tech company focused on chronic condition management, including wound, ostomy, continence, and infusion care.
",261.8,0.77,,5.820536159568703,5.991902834008102,4.488440503768844
UU,United Utilities Group PLC,Utilities,$6.9B,"United Utilities Group PLC provides water and wastewater services in the Northwest of England.
",971.4,0.85,,1.0401472157265743,-5.043988269794723,-4.437831490399874
NG,National Grid plc,Utilities,$48.6B,"National Grid plc is a multinational energy company focused on electricity and gas transmission and distribution in the UK and Northeastern US, with growing investments in clean energy infrastructure.
",974.8,0.87,,1.7324136486633719,-0.5103069866566777,-6.168313863893349
HSBA,HSBC Holdings plc,Financial Services,$147.4B,"HSBC Holdings plc is a global banking and financial services company offering retail, commercial, and investment banking, as well as wealth management.
",920.2,0.87,,3.8834965772285996,8.809268856286934,61.605828399728345
TW,Taylor Wimpey plc,Consumer Cyclical,$4.3B,"Taylor Wimpey plc is a UK-based residential developer involved in land acquisition, planning, and construction of various homes, also operating in Spain.
",113.0,0.94,,-1.1805846017799608,-6.029106029106029,-18.91534239462896
BA,BAE Systems plc,Industrials,$36.9B,"BAE Systems is a British multinational company providing advanced defense, aerospace, and security solutions.
",1405.09,0.98,,11.914774990043801,14.79493464052287,11.541154824547329
DGE,Diageo plc,Consumer Defensive,$50.5B,"Diageo plc is a British multinational alcoholic beverage company that produces, distributes, and markets a wide range of spirits and beers, including Scotch whisky.
",2156.0,1.08,,0.30845701070671594,-9.187464689345422,-25.87294684250716
BTRW,Barratt Redrow plc,Consumer Cyclical,$6.6B,"Barratt Redrow plc, formerly Barratt Developments PLC, is a UK-based housebuilder and commercial developer, acquiring land, obtaining planning consents, and constructing homes.
",423.1,1.2,,-0.353275101731842,-7.113062568605923,-11.547971340404656
BT-A,BT Group plc,Communication Services,$14.4B,"BT Group is a UK-based telecommunications company providing fixed and mobile services, broadband, TV, and IT solutions to consumers, businesses, and public sector organizations.
",159.76,1.37,,6.082333018093108,12.586333242934767,50.59199751919484
MRO,Melrose Industries PLC,Industrials,$8.0B,"Melrose Industries PLC is a UK-based aerospace company providing advanced components and systems to major original equipment manufacturers in civil and defense markets.
",630.71,1.37,,2.92265218077682,2.8555100202863315,-1.4424264944603498
NWG,NatWest Group plc,Financial Services,$34.9B,"NatWest Group is a UK-based banking and insurance holding company providing personal, private, commercial, and investment banking services.
",477.4,1.38,,5.666226847877227,10.228583069079008,92.38940489922962
BEZ,Beazley plc,Financial Services,$5.3B,"Beazley plc is a UK-based global specialist risk insurance and reinsurance company, underwriting diverse risks like cyber, marine, property, and specialty lines.
",870.0,1.4,,6.2919975565058035,3.8186157517899764,33.46294415692323
HSX,Hiscox Ltd,Financial Services,$3.7B,"Hiscox Ltd is a Bermuda-based international insurer specializing in niche areas like property, casualty, and specialty insurance for companies and high-net-worth individuals.
",1186.0,1.45,,13.601532567049809,8.508691674290942,6.990393043876611
BKG,The Berkeley Group Holdings plc,Consumer Cyclical,$3.9B,"The Berkeley Group is a UK homebuilder focused on residential-led, mixed-use property development, specializing in brownfield regeneration in London, Birmingham, and the South of England.
",3640.0,1.45,,-2.5174076057846815,-6.233900051519836,-23.716222694779855
BARC,Barclays PLC,Financial Services,$42.5B,"Barclays PLC is a global financial services company providing retail, corporate, and investment banking, wealth management, and credit card services.
",305.65,1.53,,0.6268691326340361,2.930786857592047,79.70167897642122
SSE,SSE plc,Utilities,$17.9B,"SSE plc is a UK-based energy company focused on electricity networks and renewables, involved in generation, transmission, distribution, and supply.
",1513.5,1.58,,1.2713282034125126,-7.232608029420779,-6.800397225734099
CRDA,Croda International Plc,Basic Materials,$4.4B,"Croda International Plc is a specialty chemicals company that creates and sells high-performance ingredients and technologies for various sectors, including consumer care, life sciences, and industrial specialties.
",3299.0,1.63,,3.255086071987481,-1.3456937799043063,-32.629429314443435
PSON,Pearson plc,Communication Services,$9.0B,"Pearson plc is a learning company providing educational materials, assessments, and digital services across various markets, including education, assessment, and certifications.
",1360.0,1.83,,0.14727540500736377,1.303538175046555,31.430728576821444
RR,Rolls-Royce Holdings plc,Industrials,$51.3B,"Rolls-Royce Holdings plc designs, develops, manufactures, and services power systems for the aerospace, defense, power, and marine sectors.
",750.0,2.52,"Rolls-Royce Holdings plc experienced a significant positive change in its stock price, with a surge of approximately 2.52% on February 28, 2025. This increase is attributed to several factors:

*   **Strong Financial Results:** Rolls-Royce unveiled its full-year earnings for 2024 on February 27, 2025, which were ""nothing short of spectacular"". The company's underlying operating profits rose by 55% to £2.5 billion, and sales soared by 15% to £17.8 billion.
*   **Reinstated Dividend:** Rolls-Royce announced it would reinstate dividend payments for the first time since the COVID-19 pandemic, at 6p per share.
*   **Share Buyback Program:** The company launched a £1 billion share buyback program.
*   **Increased Profit Guidance:** Rolls-Royce raised its profit guidance for the year, expecting adjusted operating profit to be in the range of £2.7 billion to £2.9 billion, up from the previous forecast of £2.5 billion to £2.8 billion.
*   **Early Achievement of Cost Savings:** The company expects to deliver over £500 million in cost savings this year through its efficiency and simplification program, two years earlier than scheduled.
*   **Improved Performance in Core Divisions:** The company reported significantly improved performance across all its core divisions.

These factors combined to boost investor confidence, leading to a surge in the company's stock price.
",22.669278713026763,23.762376237623762,99.25611375176089
PSN,Persimmon Plc,Consumer Cyclical,$4.1B,"Persimmon Plc is a UK-based housebuilder that designs, constructs, and maintains residential buildings under the Persimmon Homes, Charles Church, and Westbury Partnerships brands.
",1184.0,2.91,"Unfortunately, I don't have specific real-time information to pinpoint the exact cause of Persimmon Plc's stock change of 2.91% on February 28, 2025. To determine the exact reason for this change, I would need access to a live stock market ticker or news feed for that specific date.

However, I can provide some general factors that often influence stock price changes, especially for a company like Persimmon Plc, a UK-based housebuilder:

*   **Company-Specific News:** This could include announcements about earnings, new projects, changes in leadership, or significant legal developments.
*   **Housing Market Conditions:** As a housebuilder, Persimmon's stock is sensitive to changes in the housing market, such as interest rates, government policies, and consumer confidence.
*   **Economic Data:** Broader economic indicators like GDP growth, inflation, and employment figures can impact investor sentiment towards housing-related stocks.
*   **Analyst Ratings:** Changes in ratings from financial analysts can influence how investors view the stock.
*   **Global Events:** Major global events or geopolitical uncertainties can also have an impact on the stock market as a whole.

Based on the search results, here are some pieces of information that could be related to the stock change:

*   **Positive Outlook (January 2025):** In January 2025, Persimmon released a trading statement that showed completions were up, and they expected pre-tax profits to be at the higher end of market expectations. This positive news could have had a continued impact on the stock price.
*   **Interest Rate Sensitivity:** The housing market, and therefore Persimmon's stock, is sensitive to interest rate changes. Any news or speculation about interest rate changes could affect the stock price.
*   **Overall Market Sentiment:** The FTSE 100 was mainly trading lower on January 14, 2025, but Persimmon was the biggest gainer in the FTSE 100 that day.
",-2.0273065784029787,-6.477093206951026,-15.393943496335433
RMV,Rightmove plc,Communication Services,$5.3B,"Rightmove plc operates the UK's leading property portal, rightmove.co.uk, connecting people with residential and commercial properties for sale and rent.
",663.4,3.14,"On February 28, 2025, Rightmove plc experienced a positive shift. Here's a breakdown:

*   **Stock Performance:** Shares in Rightmove were up 2.5% in London morning trading.
*   **Revenue Growth:** The company anticipates revenue growth of 8%-10% in 2025. This is expected to be larger than the previous year's rise.
*   **Financial Results:**
    *   Revenue increased by 7.0% to £389.9 million.
    *   Pretax profit slipped 0.5% to £258.4 million in 2024.
    *   Underlying operating profit rose 3.5% to £273.9 million.
*   **Traffic Growth:** Rightmove reported ""sustained"" traffic growth, with 16.4 billion minutes spent on the platform in 2024, up 6.5% from 2023.
*   **Dividend Increase:** Rightmove declared a final dividend of 6.1p per share, a 7% increase, bringing the total dividend for 2024 to 9.8p per share (up 5%).
*   **Driving Factors:** Customer retention and increased advertising spending are contributing to the anticipated revenue growth in 2025. The company also expects to benefit from increased use of digital products and renewed contracts.
*   **Mortgage Market Activity**: The number of people applying for a Mortgage in Principle on Rightmove hit a record in January 2025, a 49% increase on the same month last year.
",1.5926493108728907,-0.8963286816899131,17.72710553120436
