,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
GAW,Games Workshop Group PLC,Consumer Cyclical,$4.8B,"Games Workshop Group PLC designs, manufactures, and sells fantasy miniatures, games, and related products through its own stores, independent retailers, and online.
",14150.0,-1.6,,2.8343023255813953,-3.4788540245566164,42.202792865364295
STAN,Standard Chartered PLC,Financial Services,$25.9B,"Standard Chartered PLC is a British multinational bank providing corporate, commercial, institutional, consumer, and private banking services.
",1152.0,-1.58,,-7.209021345147,2.4,76.38500037147224
HLMA,Halma plc,Industrials,$11.2B,"Halma plc is a global group of life-saving technology companies focusing on safety, environmental & analysis, and healthcare.
",2639.0,-1.49,,-4.729241877256317,-9.59232613908873,16.521686637892007
RTO,Rentokil Initial plc,Industrials,$9.9B,"Rentokil Initial plc provides pest control and commercial hygiene services globally.
",334.11,-1.38,,-13.24071807202449,-16.825992071963437,-30.322130195545917
BARC,Barclays PLC,Financial Services,$42.5B,"Barclays PLC is a global financial services company providing retail, corporate, and investment banking, wealth management, and credit card services.
",280.9,-1.28,,-3.9329665309622523,-8.321091924016482,58.69581772551017
JD,JD Sports Fashion Plc,Consumer Cyclical,$4.4B,"JD Sports Fashion Plc is a global omnichannel retailer of sports fashion brands, offering multi-branded sports, fashion, and outdoor clothing, footwear, accessories, and equipment.
",76.74,-1.22,,0.07824686304828268,-10.455072657299521,-32.14344554760027
TSCO,Tesco PLC,Consumer Defensive,$26.0B,"Tesco PLC is a UK-based retailer of groceries, merchandise, and financial services, operating stores and online platforms in the UK, Europe and Asia.
",373.5,-1.22,,-3.9104738177716722,-5.323193916349809,30.64434003774098
EXPN,Experian plc,Industrials,$36.5B,"Experian is a global information services company providing data and analytical tools to manage credit risk and prevent fraud for businesses and consumers.
",3524.0,-1.21,,-5.649263721552878,-11.01010101010101,4.915462842689795
DGE,Diageo plc,Consumer Defensive,$50.5B,"Diageo plc is a British multinational alcoholic beverage company that produces, distributes, and markets a wide range of spirits and beers, including Scotch whisky.
",2158.0,-1.15,,0.6999533364442371,-0.5574482169419707,-25.777150276287813
SMT,Scottish Mortgage Ord,,$13.4B,"Scottish Mortgage is a global investment trust that aims to identify, own, and support exceptional growth companies, both public and private.
",949.01,-1.15,,-2.1639175257731966,-14.271906052393856,19.79985386935322
ALW,Alliance Witan Ord,,$5.2B,"Alliance Witan is a UK investment trust that focuses on delivering long-term capital growth and a rising dividend through a diversified global equity portfolio.
",1182.72,-1.11,,-2.7368421052631557,-10.530851475932552,-1.746283253578422
MKS,Marks and Spencer Group plc,Consumer Cyclical,$7.2B,"Marks and Spencer Group plc is a major British multinational retailer that sells clothing, beauty, home, and food products through its UK and international stores and online.
",358.5,-1.08,,-4.654255319148936,1.3284376396817545,45.09631800736825
FCIT,F&C Investment Trust Ord,,$5.6B,"F&C Investment Trust is a UK-based investment trust aiming for long-term capital and income growth by investing in a globally diversified portfolio of listed equities, unlisted securities, and private equity, utilizing gearing.
",1112.0,-1.07,,0.0,-6.867671691792294,13.951286487506142
AV,Aviva plc,Financial Services,$13.5B,"Aviva PLC is a UK-based insurer providing insurance, wealth, and retirement products and services to 19.6 million customers in the UK, Ireland, and Canada.
",529.4,-1.05,,-0.8242764881207308,5.668662674650695,11.062363479892493
PRU,Prudential plc,Financial Services,$17.2B,"Prudential plc provides life and health insurance and asset management services to customers across Asia and Africa.
",737.68,-1.04,,3.143174973333382,8.06915124290508,-8.613891726869156
VOD,Vodafone Group Public Limited Company,Communication Services,$18.1B,"Vodafone is a British multinational telecommunications company providing mobile and fixed services, including voice, data, and digital solutions, to customers and corporate clients across Asia, Africa, Europe, and Oceania.
",73.14,-1.03,,4.755084960881051,7.2119593832604245,10.035420993169305
ULVR,Unilever PLC,Consumer Defensive,$115.4B,"Unilever PLC is a global fast-moving consumer goods (FMCG) company that manufactures and supplies food, beauty, personal care, home care products, and more.
",4661.0,-1.02,,0.9529997834091402,-1.3043070534691346,19.3987838513359
NWG,NatWest Group plc,Financial Services,$34.9B,"NatWest Group is a UK-based banking and insurance holding company providing personal, private, commercial, and investment banking services.
",433.7,-0.98,,-6.308056660509314,-3.364525000819381,71.66740220674102
PCT,Polar Capital Technology Ord,,$4.4B,"Polar Capital Technology Ord seeks to maximize capital growth by investing in a diverse, global portfolio of technology stocks.
",303.63,-0.94,,-3.914556962025318,-19.78071334214003,2.4047217537942647
PSON,Pearson plc,Communication Services,$9.0B,"Pearson plc is a learning company providing educational materials, assessments, and digital services across various markets, including education, assessment, and certifications.
",1267.5,-0.9,,-8.085569253081944,-5.091725945338824,23.928345809086306
AZN,AstraZeneca PLC,Healthcare,$176.4B,"AstraZeneca PLC is a science-led biopharmaceutical company that discovers, develops, and commercializes prescription medicines.
",11740.0,-0.86,,-2.6856763925729443,1.0124299360370677,12.28154070310457
GSK,GSK plc,Healthcare,$61.4B,"GSK plc is a global biopharma company researching, developing, and manufacturing pharmaceutical medicines, vaccines, and consumer healthcare products.
",1545.5,-0.83,,2.4188204108681246,7.0780751695135145,-8.794514388197689
CTEC,ConvaTec Group PLC,Healthcare,$4.9B,"ConvaTec Group PLC is a global medical products and tech company focused on chronic condition management, including wound, ostomy, continence, and infusion care.
",262.6,-0.83,,3.142181345129956,10.80168776371309,-7.19144677932991
NXT,NEXT plc,Consumer Cyclical,$11.5B,"NEXT plc is a UK-based retailer selling clothing, homeware, and beauty products through stores, online, and franchises.
",9868.0,-0.82,,-1.2212212212212212,-0.7243460764587526,16.724758558822057
EZJ,easyJet plc,Industrials,$3.8B,"easyJet plc is a British multinational low-cost airline group offering short-haul passenger flights and package holidays, primarily in Europe.
",490.1,-0.79,,2.488495919949247,-3.7275586961914318,-8.77944975473211
BATS,British American Tobacco p.l.c.,Consumer Defensive,$72.3B,"British American Tobacco is a multinational consumer goods company that manufactures and sells cigarettes, tobacco, and other nicotine products, including e-cigarettes, aiming to build a smokeless world.
",3129.0,-0.79,,-0.8555133079847909,-7.780725022104333,30.735845509461285
BNZL,Bunzl plc,Consumer Defensive,$11.3B,"Bunzl plc is an international distribution and services company providing essential non-food products to businesses globally.
",2988.0,-0.73,,-1.5810276679841897,-12.886297376093294,-2.586197839311315
BEZ,Beazley plc,Financial Services,$5.3B,"Beazley plc is a UK-based global specialist risk insurance and reinsurance company, underwriting diverse risks like cyber, marine, property, and specialty lines.
",891.0,-0.61,,0.33783783783783783,3.9673278879813303,32.71522600821848
SN,Smith & Nephew plc,Healthcare,$9.1B,"Smith & Nephew develops, manufactures, and markets medical devices and services in orthopedics, sports medicine, and wound management.
",1154.5,-0.6,,-1.9116397621070518,14.363546310054481,6.837274994659641
DCC,DCC plc,Energy,$5.2B,"DCC plc is an Irish international sales, marketing, and support services group operating across energy, healthcare, and technology sectors.
",5240.0,-0.57,,0.38314176245210724,-1.5037593984962405,-7.876333468594872
CCH,Coca-Cola HBC AG,Consumer Defensive,$10.5B,"Coca-Cola HBC AG is a bottling partner of The Coca-Cola Company that manufactures, markets, and distributes non-alcoholic beverages.
",3452.0,-0.52,,0.4072134962187318,17.414965986394556,44.38619392144747
KGF,Kingfisher plc,Consumer Cyclical,$4.3B,"Kingfisher plc is an international home improvement company with over 1900 stores operating in eight countries across Europe.
",267.4,-0.45,,9.860314998086059,8.478701825557799,17.59019212459657
REL,RELX PLC,Industrials,$75.0B,"RELX PLC provides information and analytics solutions and decision tools for professional and business customers across various industries.
",3669.0,-0.43,,-4.07843137254902,-10.946601941747574,7.582722134464372
HSBA,HSBC Holdings plc,Financial Services,$147.4B,"HSBC Holdings plc is a global banking and financial services company offering retail, commercial, and investment banking, as well as wealth management.
",851.3,-0.41,,-3.345844315264553,1.146877164229429,52.58395361557816
ENT,Entain Plc,Consumer Cyclical,$4.7B,"Entain PLC is a global sports betting and gaming company operating online and in retail, with brands like Ladbrokes and Coral.
",658.6,-0.39,,-9.53296703296703,-0.21212121212120869,-15.215411187681708
AHT,Ashtead Group plc,Industrials,$22.1B,"Ashtead Group plc is an international equipment rental company, operating primarily under the Sunbelt Rentals brand in the US, Canada, and the UK.
",4339.0,-0.37,,-1.4759309718437783,-14.620228256591894,-12.511204051574081
SMIN,Smiths Group plc,Industrials,$6.9B,"Smiths Group PLC is a diversified technology company that provides critical solutions for various industries including energy, medical, and security.
",1956.0,-0.36,,-1.954887218045113,-5.232558139534884,20.179365067102896
RKT,Reckitt Benckiser Group plc,Consumer Defensive,$36.5B,"Reckitt Benckiser is a global consumer goods company producing health, hygiene, and nutrition products.
",5350.0,-0.26,,1.2107453651153992,2.647735993860322,1.642063680467215
WPP,WPP plc,Communication Services,$8.4B,"WPP plc is a global communications group providing marketing and technology services, including advertising and public relations.
",640.8,-0.25,,3.5887528758847114,-18.452531184204002,-10.081682904383825
BT-A,BT Group plc,Communication Services,$14.4B,"BT Group is a UK-based telecommunications company providing fixed and mobile services, broadband, TV, and IT solutions to consumers, businesses, and public sector organizations.
",160.55,-0.25,,3.6809775084374228,6.677740863787383,47.31211721345044
AUTO,Auto Trader Group plc,Communication Services,$7.1B,"Auto Trader Group plc is a UK-based digital automotive marketplace and classified advertising business for buying and selling vehicles.
",775.8,-0.23,,-0.5894444221111245,-0.23147834908060885,3.6458662644789275
IMI,IMI plc,Industrials,$5.0B,"IMI plc is a specialist engineering company that designs, builds, and services engineered products for fluid and motion control applications, with a focus on process automation, industrial automation, and life science.
",2002.0,-0.2,,1.8311291963377416,3.4090909090909087,13.189692994639973
WEIR,The Weir Group PLC,Industrials,$6.1B,"The Weir Group PLC is a UK-based engineering solutions provider focused on mining and infrastructure, manufacturing equipment and offering services.
",2406.0,-0.17,,2.645051194539249,4.065743944636678,23.186530173242183
SDR,Schroders plc,Financial Services,$5.6B,"Schroders plc is a global investment management company offering asset and wealth management services to individuals, family offices, and charities.
",401.6,-0.15,,9.967137616724306,6.638341341293732,2.508712902152601
HWDN,Howden Joinery Group Plc,Consumer Cyclical,$4.5B,"Howden Joinery Group Plc is a UK-based supplier of kitchens, joinery, and hardware products, primarily to trade customers, with operations in the United Kingdom, France, Belgium, and the Republic of Ireland.
",742.8,-0.03,,0.37837837837837224,-11.360381861575185,-14.95226299004337
HL,Hargreaves Lansdown plc,Financial Services,$5.2B,"Hargreaves Lansdown is a UK-based digital wealth management service providing a platform for private investors to manage investments and pensions.
",1105.0,0.0,,0.1359311282283643,0.22675736961451248,53.598979192304576
CNA,Centrica plc,Utilities,$7.2B,"Centrica PLC is a British multinational energy and services company that supplies electricity and gas to consumers in the UK and Ireland, offering energy solutions and home services.
",144.0,-0.0,,-2.2071307300509337,2.857142857142857,12.44810978972959
PHNX,Phoenix Group Holdings plc,Financial Services,$5.2B,"Phoenix Group Holdings PLC is a UK company specializing in managing and acquiring closed life assurance and pension funds, offering long-term savings and retirement solutions.
",514.5,0.0,,-0.4835589941972921,-0.8670520231213872,6.479139250777918
LMP,LondonMetric Property Plc,Real Estate,$3.9B,"LondonMetric Property Plc is a UK-based REIT that invests in and manages commercial real estate assets, focusing on logistics, healthcare, convenience, and leisure sectors.
",180.3,0.0,,-2.8395669801209893,-4.130907458787769,-6.378722869188557
ADM,Admiral Group plc,Financial Services,$8.2B,"Admiral Group plc is a financial services company offering motor, household, travel, and pet insurance, as well as personal lending products.
",3032.0,0.03,,4.87720511933587,8.36311651179414,14.441969393055617
WTB,Whitbread plc,Consumer Cyclical,$4.8B,"Whitbread PLC is a British multinational hospitality company that manages hotels and restaurants, with brands like Premier Inn, Brewers Fayre and Beefeater.
",2599.0,0.04,,2.889944576405384,-5.284256559766764,-21.130586377626358
RIO,Rio Tinto Group,Basic Materials,$78.9B,"Rio Tinto is a global mining and metals company that explores, produces, and processes various minerals like iron ore, copper, and aluminum, operating in 35 countries.
",4837.5,0.19,,-0.21194084511638617,-2.3068123426396863,-1.2935199662131163
III,3i Group Ord,,$38.3B,"3i Group is a London-based international investment company focusing on private equity and infrastructure.
",3713.0,0.19,,-3.8082901554404143,-7.290886392009988,45.29426859273348
IMB,Imperial Brands PLC,Consumer Defensive,$23.1B,"Imperial Brands PLC is a fast-moving consumer goods company specializing in tobacco and next-generation products, with a global presence.
",2770.0,0.25,,-1.9121813031161474,-3.700340098235512,58.11286657052921
UTG,Unite Group PLC,Real Estate,$4.2B,"The Unite Group PLC is a UK-based REIT that develops, manages, and operates purpose-built student accommodation (PBSA), partnering with universities and renting rooms directly to students.
",807.0,0.31,,-2.418379685610641,-6.543138390272148,-15.641969286066745
EDV,Endeavour Mining plc,Basic Materials,$4.2B,"Endeavour Mining plc is a UK-based multi-asset gold producer focused on exploration, extraction, and processing of gold in West Africa.
",1623.0,0.31,,5.6640625,-8.045325779036826,10.211265912749878
BP,BP p.l.c.,Energy,$66.5B,"BP p.l.c. is a British multinational integrated energy company involved in oil and gas exploration, refining, distribution, and marketing, with growing interests in renewable energy.
",419.9,0.35,,2.916666666666661,-9.712452646603024,-12.014039607511021
SHEL,Shell plc,Energy,$159.8B,"Shell plc is a global energy and petrochemical company involved in the exploration, production, refining, and marketing of oil and natural gas, as well as the manufacturing of chemicals.
",2582.5,0.37,,0.5646417445482865,-4.3214591730029985,2.1992028054076904
CPG,Compass Group PLC,Consumer Cyclical,$48.2B,"Compass Group PLC is a multinational company that provides contract food and support services across various sectors and locations.
",2630.0,0.38,,-6.171958615768819,-5.9370529327610875,19.731432090617496
ICG,Intermediate Capital Group plc,Financial Services,$6.9B,"Intermediate Capital Group (ICG) is a global alternative asset manager investing and managing capital across private debt, real assets, structured & private equity and credit for a global client base.
",2012.61,0.43,,-8.683756805807628,-14.064474807856536,0.6653064551433292
SSE,SSE plc,Utilities,$17.9B,"SSE plc is a UK-based energy company focused on electricity networks and renewables, involved in generation, transmission, distribution, and supply.
",1484.5,0.44,,-1.3948854201262038,-2.303389272787101,-5.832751677561323
HIK,Hikma Pharmaceuticals PLC,Healthcare,$5.1B,"Hikma Pharmaceuticals PLC develops, manufactures, and markets generic, branded, and in-licensed pharmaceutical products across injectables, generics, and branded segments.
",2128.0,0.47,,-1.3901760889712698,-8.982035928143713,13.538120278044573
NG,National Grid plc,Utilities,$48.6B,"National Grid plc is a multinational energy company focused on electricity and gas transmission and distribution in the UK and Northeastern US, with growing investments in clean energy infrastructure.
",961.4,0.61,,-1.0905349794238706,-0.7023354804066269,-7.989241135052544
LGEN,Legal & General Group Plc,Financial Services,$13.8B,"Legal & General Group PLC is a multinational financial services and asset management company, offering investment management, retirement solutions, and insurance products.
",246.5,0.61,,2.0281431178378906,3.26770136216177,0.5335089936177938
AAF,Airtel Africa Plc,Communication Services,$5.4B,"Airtel Africa Plc provides telecommunications and mobile money services across 14 African countries.
",145.9,0.62,,3.255482554064225,-0.8157756993369286,59.05164873176815
LAND,Land Securities Group Plc,Real Estate,$4.4B,"Land Securities Group PLC is a UK-based real estate company that develops, invests in, and manages a diverse portfolio of properties, including retail, office, and leisure spaces.
",567.5,0.62,,2.7149321266968327,-2.6427720222363393,-9.082979851019182
MNG,M&G plc,Financial Services,$5.0B,"M&G plc is a UK-based savings and investment company that manages investments for individuals and institutions, offering a range of long-term savings, asset management, and retirement solutions.
",215.0,0.75,,2.576332890857583,0.9389671361502347,-4.412576784089531
HLN,Haleon plc,Healthcare,$34.4B,"Haleon PLC is a British multinational consumer healthcare company that manufactures and sells over-the-counter medicines, oral health products, vitamins, and supplements.
",401.1,0.83,,-3.3261012531919647,2.740780294774488,21.21841467380468
BKG,The Berkeley Group Holdings plc,Consumer Cyclical,$3.9B,"The Berkeley Group is a UK homebuilder focused on residential-led, mixed-use property development, specializing in brownfield regeneration in London, Birmingham, and the South of England.
",3660.0,0.88,,1.002651769666663,-1.8150195114302756,-20.61222702271386
BLND,British Land Company PLC,Real Estate,$3.8B,"British Land Company PLC is a UK-based real estate investment trust (REIT) that owns, manages, and develops a diverse portfolio of properties, including offices, retail spaces, and mixed-use developments.
",358.0,0.9,,2.8735632183908044,-1.9178082191780823,-2.7679803012010544
ABF,Associated British Foods plc,Consumer Defensive,$13.5B,"Associated British Foods is a diversified international company operating in food processing, ingredients, agriculture, grocery, and retail (including Primark).
",1948.0,0.91,,5.240410588870881,2.0696882368352107,-15.648173207036537
GLEN,Glencore plc,Basic Materials,$42.3B,"Glencore PLC is a Swiss multinational commodity trading and mining company that produces, sources, processes, refines, transports, stores, finances, and supplies commodities worldwide.
",318.3,0.95,,1.7420469202999138,-8.966107377014767,-18.523965039073527
INF,Informa plc,Communication Services,$11.6B,"Informa PLC is a British publishing, business intelligence, and B2B events group serving academic and specialist customer communities.
",750.0,1.0,,-8.558889436996457,-15.158371040723981,-6.880992954161851
PSH,Pershing Square Holdings Ord,,$7.5B,"Pershing Square Holdings is an investment holding company that acquires and holds significant positions in a concentrated number of large capitalization companies, aiming to maximize long-term growth in intrinsic value per share.
",3832.2,1.01,,-4.813710879284654,-13.880623038793823,-1.1602878315386098
UU,United Utilities Group PLC,Utilities,$6.9B,"United Utilities Group PLC provides water and wastewater services in the Northwest of England.
",992.2,1.08,,1.639007128958685,-0.7799999999999955,-6.129810165870273
RMV,Rightmove plc,Communication Services,$5.3B,"Rightmove plc operates the UK's leading property portal, rightmove.co.uk, connecting people with residential and commercial properties for sale and rent.
",687.95,1.17,,-1.4115775244024669,3.017372353303816,22.824707011030874
AAL,Anglo American plc,Basic Materials,$28.3B,"Anglo American is a global mining company focused on producing copper, iron ore, and crop nutrients, essential for a sustainable global economy.
",2284.0,1.17,,-0.7388092133854846,-6.431790249897583,17.931461127048813
FRES,Fresnillo plc,Basic Materials,$5.6B,"Fresnillo plc is a UK-based precious metals mining company, the world's largest primary silver producer and Mexico's second-largest gold miner.
",848.5,1.19,,8.782051282051281,7.3371283997469945,83.80463892448994
TW,Taylor Wimpey plc,Consumer Cyclical,$4.3B,"Taylor Wimpey plc is a UK-based residential developer involved in land acquisition, planning, and construction of various homes, also operating in Spain.
",114.0,1.33,,2.0590896281076465,-2.6057265888401093,-18.635376009651665
LSEG,London Stock Exchange Group plc,Financial Services,$64.1B,"London Stock Exchange Group (LSEG) is a global financial markets infrastructure and data provider, operating through divisions like Data & Analytics, FTSE Russell, and Capital Markets.
",10845.0,1.4,,-6.709677419354838,-7.188703465982028,15.436225146625256
RR,Rolls-Royce Holdings plc,Industrials,$51.3B,"Rolls-Royce Holdings plc designs, develops, manufactures, and services power systems for the aerospace, defense, power, and marine sectors.
",744.2,1.56,,-5.366228777206003,20.032258064516135,88.97918310531945
SVT,Severn Trent PLC,Utilities,$7.6B,"Severn Trent PLC provides regulated water and waste water services in the UK and internationally.
",2500.0,1.58,,-0.47770700636942676,1.0101010101010102,-2.8291335717941823
MNDI,Mondi plc,Basic Materials,$5.6B,"Mondi plc is a global packaging and paper company that manufactures and sells pulp, paper, and flexible plastic packaging products, with a focus on sustainability.
",1274.0,1.64,,6.477225240284162,2.9079159935379644,-0.4062911768702601
SBRY,J Sainsbury plc,Consumer Defensive,$6.1B,"J Sainsbury plc is a UK-based multi-channel retailer offering groceries, general merchandise, clothing, financial services, and property investments through supermarkets, convenience stores, and online platforms.
",264.0,1.69,,5.6000000000000005,-0.15128362546066365,5.357402748042441
BTRW,Barratt Redrow plc,Consumer Cyclical,$6.6B,"Barratt Redrow plc, formerly Barratt Developments PLC, is a UK-based housebuilder and commercial developer, acquiring land, obtaining planning consents, and constructing homes.
",434.6,1.83,,3.6983998259966566,-0.549199084668187,-8.223171821231205
SGRO,SEGRO Plc,Real Estate,$9.8B,"SEGRO Plc is a UK REIT that owns, manages, and develops modern warehouses and industrial properties in the UK and Europe.
",705.8,1.91,,2.1418234442836406,-0.3951419252621708,-20.078794473853996
BA,BAE Systems plc,Industrials,$36.9B,"BAE Systems is a British multinational company providing advanced defense, aerospace, and security solutions.
",1600.0,1.98,,1.9432940426887546,32.780082987551864,24.011950077318243
