,Company Name,Sector,Market Cap,Summary,Price,Change_percent,Attribution,Change_percent_5_days,Change_percent_20_days,Change_percent_251_days
FRES,Fresnillo plc,Basic Materials,$5.6B,"Fresnillo plc is a UK-based precious metals mining company, the world's largest primary silver producer and Mexico's second-largest gold miner.
",786.6,-1.92,,10.245269796776457,20.09160305343512,71.1497205794333
VOD,Vodafone Group Public Limited Company,Communication Services,$18.1B,"Vodafone is a British multinational telecommunications company providing mobile and fixed services, including voice, data, and digital solutions, to customers and corporate clients across Asia, Africa, Europe, and Oceania.
",68.18,-1.81,,4.731185250493197,1.157267739558748,7.700138052549161
IAG,International Consolidated Airlines Group S.A.,Industrials,$17.0B,"International Consolidated Airlines Group (IAG) is an airline company holding interests in passenger and freight air transportation services through its subsidiaries like British Airways, Iberia, Vueling, and Aer Lingus.
",347.4,-1.7,,0.08642866355781195,14.05121242247748,
RIO,Rio Tinto Group,Basic Materials,$78.9B,"Rio Tinto is a global mining and metals company that explores, produces, and processes various minerals like iron ore, copper, and aluminum, operating in 35 countries.
",4934.0,-1.63,,1.1376447678589732,0.32533550223668156,-3.1758188678348556
MNDI,Mondi plc,Basic Materials,$5.6B,"Mondi plc is a global packaging and paper company that manufactures and sells pulp, paper, and flexible plastic packaging products, with a focus on sustainability.
",1233.5,-1.52,,-1.6739736946990835,7.541412380122058,-4.771664476676963
CRDA,Croda International Plc,Basic Materials,$4.4B,"Croda International Plc is a specialty chemicals company that creates and sells high-performance ingredients and technologies for various sectors, including consumer care, life sciences, and industrial specialties.
",3040.0,-1.49,,-5.3843759726112665,-2.47032402951556,-35.53860537544119
TW,Taylor Wimpey plc,Consumer Cyclical,$4.3B,"Taylor Wimpey plc is a UK-based residential developer involved in land acquisition, planning, and construction of various homes, also operating in Spain.
",117.55,-1.47,,-0.08499917091536309,7.745189407938693,-12.77410758494065
GSK,GSK plc,Healthcare,$61.4B,"GSK plc is a global biopharma company researching, developing, and manufacturing pharmaceutical medicines, vaccines, and consumer healthcare products.
",1444.5,-1.43,,4.673913043478261,11.673753382296095,-10.000308026837123
DGE,Diageo plc,Consumer Defensive,$50.5B,"Diageo plc is a British multinational alcoholic beverage company that produces, distributes, and markets a wide range of spirits and beers, including Scotch whisky.
",2165.0,-1.41,,-6.981740064446831,-7.359863072314933,-23.497718434432098
SSE,SSE plc,Utilities,$17.9B,"SSE plc is a UK-based energy company focused on electricity networks and renewables, involved in generation, transmission, distribution, and supply.
",1522.0,-1.3,,-5.758513931888545,-1.4248704663212435,0.41399492092137286
SGRO,SEGRO Plc,Real Estate,$9.8B,"SEGRO Plc is a UK REIT that owns, manages, and develops modern warehouses and industrial properties in the UK and Europe.
",706.0,-1.29,,-0.5913844177472218,3.610210552471153,-10.534178931270882
AV,Aviva plc,Financial Services,$13.5B,"Aviva PLC is a UK-based insurer providing insurance, wealth, and retirement products and services to 19.6 million customers in the UK, Ireland, and Canada.
",500.8,-1.26,,-0.9493682843296621,6.848727748440885,26.32418812558908
BLND,British Land Company PLC,Real Estate,$3.8B,"British Land Company PLC is a UK-based real estate investment trust (REIT) that owns, manages, and develops a diverse portfolio of properties, including offices, retail spaces, and mixed-use developments.
",365.0,-1.19,,-0.4907273317535411,6.476083138147241,4.9917316834271475
SPX,Spirax Group plc,Industrials,$5.7B,"Spirax Group PLC provides thermal energy management and fluid technology solutions through steam thermal, electric thermal, and fluid technology solutions.
",7730.0,-1.15,,-2.644836272040302,20.124320124320125,-22.40858513434392
BKG,The Berkeley Group Holdings plc,Consumer Cyclical,$3.9B,"The Berkeley Group is a UK homebuilder focused on residential-led, mixed-use property development, specializing in brownfield regeneration in London, Birmingham, and the South of England.
",3746.0,-1.11,,-1.8343815513626835,8.203350664355865,-18.00315148538037
HSX,Hiscox Ltd,Financial Services,$3.7B,"Hiscox Ltd is a Bermuda-based international insurer specializing in niche areas like property, casualty, and specialty insurance for companies and high-net-worth individuals.
",1080.0,-1.1,,0.0,4.3478260869565215,6.108447247556094
LAND,Land Securities Group Plc,Real Estate,$4.4B,"Land Securities Group PLC is a UK-based real estate company that develops, invests in, and manages a diverse portfolio of properties, including retail, office, and leisure spaces.
",581.23,-1.07,,1.5248908296943264,9.15117370892019,-2.4825320760787735
EDV,Endeavour Mining plc,Basic Materials,$4.2B,"Endeavour Mining plc is a UK-based multi-asset gold producer focused on exploration, extraction, and processing of gold in West Africa.
",1764.0,-0.95,,5.9459459459459465,16.58955717118308,47.22652192628327
CCH,Coca-Cola HBC AG,Consumer Defensive,$10.5B,"Coca-Cola HBC AG is a bottling partner of The Coca-Cola Company that manufactures, markets, and distributes non-alcoholic beverages.
",2958.0,-0.87,,2.21147201105736,9.231905465288035,28.55427623411795
MNG,M&G plc,Financial Services,$5.0B,"M&G plc is a UK-based savings and investment company that manages investments for individuals and institutions, offering a range of long-term savings, asset management, and retirement solutions.
",212.63,-0.87,,3.9247280825698816,9.80119117053078,5.889235953276853
ICG,Intermediate Capital Group plc,Financial Services,$6.9B,"Intermediate Capital Group (ICG) is a global alternative asset manager investing and managing capital across private debt, real assets, structured & private equity and credit for a global client base.
",2334.0,-0.85,,0.603448275862069,16.119402985074625,36.0871532736784
BP,BP p.l.c.,Energy,$66.5B,"BP p.l.c. is a British multinational integrated energy company involved in oil and gas exploration, refining, distribution, and marketing, with growing interests in renewable energy.
",461.35,-0.82,,9.272853306733461,9.779892920880433,0.5153574729054364
NG,National Grid plc,Utilities,$48.6B,"National Grid plc is a multinational energy company focused on electricity and gas transmission and distribution in the UK and Northeastern US, with growing investments in clean energy infrastructure.
",969.4,-0.8,,-1.503760620144965,6.4339056864756365,2.791745077061206
CTEC,ConvaTec Group PLC,Healthcare,$4.9B,"ConvaTec Group PLC is a global medical products and tech company focused on chronic condition management, including wound, ostomy, continence, and infusion care.
",236.2,-0.76,,-1.0887784834719185,2.9642573166693644,0.33155112794868735
III,3i Group Ord,,$38.3B,"3i Group is a London-based international investment company focusing on private equity and infrastructure.
",3991.0,-0.75,,2.3333333333333335,11.480446927374302,70.42298158817427
PHNX,Phoenix Group Holdings plc,Financial Services,$5.2B,"Phoenix Group Holdings PLC is a UK company specializing in managing and acquiring closed life assurance and pension funds, offering long-term savings and retirement solutions.
",520.4,-0.69,,2.4409448818897594,8.281313647738884,16.040390095163843
FCIT,F&C Investment Trust Ord,,$5.6B,"F&C Investment Trust is a UK-based investment trust aiming for long-term capital and income growth by investing in a globally diversified portfolio of listed equities, unlisted securities, and private equity, utilizing gearing.
",1187.28,-0.56,,1.6506849315068468,4.883392226148407,22.70944360927488
AAF,Airtel Africa Plc,Communication Services,$5.4B,"Airtel Africa Plc provides telecommunications and mobile money services across 14 African countries.
",146.8,-0.54,,0.34176140657038173,22.12978679459677,52.39346522508276
KGF,Kingfisher plc,Consumer Cyclical,$4.3B,"Kingfisher plc is an international home improvement company with over 1900 stores operating in eight countries across Europe.
",246.8,-0.44,,2.4491516201743413,7.585007221651149,18.102075957559947
AZN,AstraZeneca PLC,Healthcare,$176.4B,"AstraZeneca PLC is a science-led biopharmaceutical company that discovers, develops, and commercializes prescription medicines.
",11672.0,-0.39,,5.820489573889392,9.80244590780809,22.665692357902472
WPP,WPP plc,Communication Services,$8.4B,"WPP plc is a global communications group providing marketing and technology services, including advertising and public relations.
",784.8,-0.38,,2.13430180438153,8.009912795156561,7.812818595286726
ALW,Alliance Witan Ord,,$5.2B,"Alliance Witan is a UK investment trust that focuses on delivering long-term capital growth and a rising dividend through a diversified global equity portfolio.
",1317.25,-0.36,,1.796754250386399,4.709856915739269,15.055689070953186
LMP,LondonMetric Property Plc,Real Estate,$3.9B,"LondonMetric Property Plc is a UK-based REIT that invests in and manages commercial real estate assets, focusing on logistics, healthcare, convenience, and leisure sectors.
",187.9,-0.27,,2.5655038919491178,8.612716763005784,7.013599980325277
WEIR,The Weir Group PLC,Industrials,$6.1B,"The Weir Group PLC is a UK-based engineering solutions provider focused on mining and infrastructure, manufacturing equipment and offering services.
",2314.0,-0.26,,-1.6992353440951573,6.734317343173432,30.87824138107449
UU,United Utilities Group PLC,Utilities,$6.9B,"United Utilities Group PLC provides water and wastewater services in the Northwest of England.
",1002.5,-0.2,,-0.0996512207274539,6.921931111773367,2.892305040062634
MRO,Melrose Industries PLC,Industrials,$8.0B,"Melrose Industries PLC is a UK-based aerospace company providing advanced components and systems to major original equipment manufacturers in civil and defense markets.
",616.4,-0.19,,2.086785767102653,10.110756241738907,3.279441873022427
SGE,The Sage Group plc,Technology,$13.2B,"The Sage Group plc is a UK-based multinational enterprise software company providing integrated business management solutions to small and medium-sized businesses globally.
",1319.5,-0.15,,-1.5665796344647518,3.6120926580290535,15.001793221887244
BATS,British American Tobacco p.l.c.,Consumer Defensive,$72.3B,"British American Tobacco is a multinational consumer goods company that manufactures and sells cigarettes, tobacco, and other nicotine products, including e-cigarettes, aiming to build a smokeless world.
",3385.0,-0.15,,5.124223602484472,16.083676268861456,54.34553796504867
AHT,Ashtead Group plc,Industrials,$22.1B,"Ashtead Group plc is an international equipment rental company, operating primarily under the Sunbelt Rentals brand in the US, Canada, and the UK.
",5068.0,-0.12,,0.5156683855612851,0.8757961783439491,-0.10892556355361037
AUTO,Auto Trader Group plc,Communication Services,$7.1B,"Auto Trader Group plc is a UK-based digital automotive marketplace and classified advertising business for buying and selling vehicles.
",780.6,-0.05,,-1.0144529335032526,1.5084525357607312,10.836143014832087
LSEG,London Stock Exchange Group plc,Financial Services,$64.1B,"London Stock Exchange Group (LSEG) is a global financial markets infrastructure and data provider, operating through divisions like Data & Analytics, FTSE Russell, and Capital Markets.
",11690.0,0.04,,-2.623906705539359,0.7324429125376993,33.61558351392545
HL,Hargreaves Lansdown plc,Financial Services,$5.2B,"Hargreaves Lansdown is a UK-based digital wealth management service providing a platform for private investors to manage investments and pensions.
",1101.63,0.06,,0.05722070844687639,0.011802088061743907,38.697538092802866
ADM,Admiral Group plc,Financial Services,$8.2B,"Admiral Group plc is a financial services company offering motor, household, travel, and pet insurance, as well as personal lending products.
",2797.0,0.07,,3.2103321033210332,10.816164817749604,11.180723195565392
LLOY,Lloyds Banking Group plc,Financial Services,$37.6B,"Lloyds Banking Group is a UK-based financial services group providing retail, commercial banking, insurance, and wealth management services.
",62.88,0.13,,2.1110719881299653,17.269677830241132,60.02912823444253
RR,Rolls-Royce Holdings plc,Industrials,$51.3B,"Rolls-Royce Holdings plc designs, develops, manufactures, and services power systems for the aerospace, defense, power, and marine sectors.
",614.4,0.16,,3.5040473836830857,8.474571595506756,96.79691735327955
UTG,Unite Group PLC,Real Estate,$4.2B,"The Unite Group PLC is a UK-based REIT that develops, manages, and operates purpose-built student accommodation (PBSA), partnering with universities and renting rooms directly to students.
",860.0,0.17,,0.46728971962616817,9.137055837563452,-9.368033871721353
SMT,Scottish Mortgage Ord,,$13.4B,"Scottish Mortgage is a global investment trust that aims to identify, own, and support exceptional growth companies, both public and private.
",1106.0,0.18,,3.606557377049181,11.694605773117003,40.58706473914703
RMV,Rightmove plc,Communication Services,$5.3B,"Rightmove plc operates the UK's leading property portal, rightmove.co.uk, connecting people with residential and commercial properties for sale and rent.
",674.8,0.21,,0.5663189269746579,7.657947214715892,26.778979678986413
ULVR,Unilever PLC,Consumer Defensive,$115.4B,"Unilever PLC is a global fast-moving consumer goods (FMCG) company that manufactures and supplies food, beauty, personal care, home care products, and more.
",4718.0,0.21,,2.498370627851401,5.3125,22.367764595077702
MKS,Marks and Spencer Group plc,Consumer Cyclical,$7.2B,"Marks and Spencer Group plc is a major British multinational retailer that sells clothing, beauty, home, and food products through its UK and international stores and online.
",352.2,0.23,,2.0869565217391273,7.509155506154422,51.32683473577407
RKT,Reckitt Benckiser Group plc,Consumer Defensive,$36.5B,"Reckitt Benckiser is a global consumer goods company producing health, hygiene, and nutrition products.
",5257.0,0.25,,0.4010695187165776,8.101994653506067,-3.2247289684847495
BEZ,Beazley plc,Financial Services,$5.3B,"Beazley plc is a UK-based global specialist risk insurance and reinsurance company, underwriting diverse risks like cyber, marine, property, and specialty lines.
",857.75,0.26,,4.92354740061162,8.989834815756035,52.296832271629675
PCT,Polar Capital Technology Ord,,$4.4B,"Polar Capital Technology Ord seeks to maximize capital growth by investing in a diverse, global portfolio of technology stocks.
",377.0,0.27,,2.7247956403269753,7.254623044096728,32.280701754385966
DCC,DCC plc,Energy,$5.2B,"DCC plc is an Irish international sales, marketing, and support services group operating across energy, healthcare, and technology sectors.
",5315.0,0.28,,-3.2757051865332123,5.351833498513379,-2.0206300782638156
SDR,Schroders plc,Financial Services,$5.6B,"Schroders plc is a global investment management company offering asset and wealth management services to individuals, family offices, and charities.
",376.2,0.32,,6.391400878502322,22.222227069429966,0.16745006018665606
STJ,St. James's Place plc,Financial Services,$5.8B,"St. James's Place plc is a UK-based wealth management company providing financial planning advice to individuals, trustees, and businesses.
",1111.0,0.36,,5.5080721747388415,34.016887816646566,83.40495003086704
SVT,Severn Trent PLC,Utilities,$7.6B,"Severn Trent PLC provides regulated water and waste water services in the UK and internationally.
",2487.0,0.4,,0.3227107704719645,6.372968349016253,4.466093174496978
BA,BAE Systems plc,Industrials,$36.9B,"BAE Systems is a British multinational company providing advanced defense, aerospace, and security solutions.
",1185.5,0.42,,-2.065262288310615,-0.12636899747262004,-1.3230067922368862
PSON,Pearson plc,Communication Services,$9.0B,"Pearson plc is a learning company providing educational materials, assessments, and digital services across various markets, including education, assessment, and certifications.
",1330.5,0.42,,-0.9307520476545048,3.1395348837209305,43.88660958043541
RTO,Rentokil Initial plc,Industrials,$9.9B,"Rentokil Initial plc provides pest control and commercial hygiene services globally.
",401.2,0.43,,3.0567717904372786,6.278145695364236,0.4004218697137382
PRU,Prudential plc,Financial Services,$17.2B,"Prudential plc provides life and health insurance and asset management services to customers across Asia and Africa.
",684.44,0.48,,2.4610778443113857,13.46816746500421,-10.783461279006955
CNA,Centrica plc,Utilities,$7.2B,"Centrica PLC is a British multinational energy and services company that supplies electricity and gas to consumers in the UK and Ireland, offering energy solutions and home services.
",140.38,0.56,,-0.3690517523133506,5.7078288961242984,7.870182599541921
BT-A,BT Group plc,Communication Services,$14.4B,"BT Group is a UK-based telecommunications company providing fixed and mobile services, broadband, TV, and IT solutions to consumers, businesses, and public sector organizations.
",150.5,0.57,,6.097986270209961,8.585853804073194,52.408395623390014
INF,Informa plc,Communication Services,$11.6B,"Informa PLC is a British publishing, business intelligence, and B2B events group serving academic and specialist customer communities.
",886.2,0.61,,1.48877549372807,10.664337351252534,13.478823084105631
IMI,IMI plc,Industrials,$5.0B,"IMI plc is a specialist engineering company that designs, builds, and services engineered products for fluid and motion control applications, with a focus on process automation, industrial automation, and life science.
",1938.0,0.62,,-1.1728709841917389,6.366630076838639,15.741828753578272
GAW,Games Workshop Group PLC,Consumer Cyclical,$4.8B,"Games Workshop Group PLC designs, manufactures, and sells fantasy miniatures, games, and related products through its own stores, independent retailers, and online.
",14591.5,0.63,,0.14756348661633495,18.57579807770293,56.649367298553855
BNZL,Bunzl plc,Consumer Defensive,$11.3B,"Bunzl plc is an international distribution and services company providing essential non-food products to businesses globally.
",3424.0,0.65,,-0.4072134962187318,3.506650544135429,9.799875032970016
HLMA,Halma plc,Industrials,$11.2B,"Halma plc is a global group of life-saving technology companies focusing on safety, environmental & analysis, and healthcare.
",2918.0,0.66,,-2.4080267558528425,9.575666541494556,34.338946390207745
IMB,Imperial Brands PLC,Consumer Defensive,$23.1B,"Imperial Brands PLC is a fast-moving consumer goods company specializing in tobacco and next-generation products, with a global presence.
",2876.0,0.67,,4.886943836615609,10.828516377649326,63.86385028085103
SN,Smith & Nephew plc,Healthcare,$9.1B,"Smith & Nephew develops, manufactures, and markets medical devices and services in orthopedics, sports medicine, and wound management.
",1011.0,0.7,,-2.1770682148040637,3.374233128834356,-4.792071431880522
HSBA,HSBC Holdings plc,Financial Services,$147.4B,"HSBC Holdings plc is a global banking and financial services company offering retail, commercial, and investment banking, as well as wealth management.
",872.4,0.72,,5.209839261577668,9.159157491855293,57.045012958349126
NXT,NEXT plc,Consumer Cyclical,$11.5B,"NEXT plc is a UK-based retailer selling clothing, homeware, and beauty products through stores, online, and franchises.
",9958.0,0.75,,2.38535883199671,10.301284891448825,22.81420473795581
SBRY,J Sainsbury plc,Consumer Defensive,$6.1B,"J Sainsbury plc is a UK-based multi-channel retailer offering groceries, general merchandise, clothing, financial services, and property investments through supermarkets, convenience stores, and online platforms.
",264.8,0.76,,2.9548940249859736,5.162826366435759,11.030911998288405
EXPN,Experian plc,Industrials,$36.5B,"Experian is a global information services company providing data and analytical tools to manage credit risk and prevent fraud for businesses and consumers.
",3984.0,0.86,,0.5045408678102926,15.311143270622289,20.309055280800266
