,Attribution,Change_percent,Change_percent_20_days,Change_percent_251_days,Change_percent_5_days,Company Name,Market Cap,Price,Sector,Summary
ROR,,-0.24,7.697279059948088,9.285532076887462,-2.2887288944702466,Rotork plc,$2.9B,333.0,Industrials,"Rotork plc is a UK-based company that designs and manufactures industrial flow control equipment, including actuators and related products, for various markets like oil & gas, water, and power.
"
FGT,,-0.2,6.5061590145576735,15.465973087370646,-0.303983228511528,Finsbury Growth & Income Ord,$1.4B,951.1,,"Finsbury Growth & Income Trust PLC invests mainly in UK-listed companies to achieve capital and income growth, aiming to surpass the FTSE All-Share Index.
"
ALPH,,-0.2,15.825688073394495,50.69053503488645,-0.5905511811023622,Alpha Group International plc,$1.1B,2525.0,Financial Services,"Alpha Group International PLC is a UK-based financial services business providing FX risk management and alternative banking solutions to international corporates and institutions.
"
FOUR,,-0.18,17.585848074921955,7.891938361583264,-4.23728813559322,4imprint Group plc,$1.6B,5650.0,Communication Services,"4imprint Group plc is a direct marketer and distributor of promotional products like apparel, stationery, and technology, primarily in North America and the UK & Ireland.
"
TATE,,-0.17,2.8412698412698374,8.96139665125598,-1.0839694656488585,Tate & Lyle plc,$2.9B,647.9,Consumer Defensive,"Tate & Lyle is a global provider of specialty food and beverage solutions, offering ingredients like sweeteners, texturants, and fiber enrichments.
"
BGFD,,-0.12,9.779036827195462,6.375100986458845,1.4450261780104663,Baillie Gifford Japan Ord,$635.7M,775.04,,"Baillie Gifford Japan Ord aims for long-term capital growth by investing in medium to smaller-sized Japanese companies.
"
BRSC,,-0.07,3.9459041731066415,4.57178920531665,-0.36592592592593,BlackRock Smaller Companies Ord,$627.4M,1345.06,,"BlackRock Smaller Companies Trust PLC invests in smaller UK companies listed on the London Stock Exchange to achieve long-term capital growth for shareholders.
"
MNKS,,-0.06,7.4663461538461595,25.34301005395697,2.38015267175573,Monks Ord,$2.6B,1341.18,,"Monks Investment Trust PLC invests globally in quoted equities, prioritizing capital growth over income.
"
IDS,,-0.05,0.32967032967032656,39.73167545151136,0.1645622288645865,International Distribution Services plc,$3.5B,365.2,Industrials,"International Distribution Services PLC provides postal and delivery services through its Royal Mail and GLS operations.
"
NBPE,,-0.01,2.6322751322751294,3.427821474048838,1.1603650586701404,NB Private Equity Partners Class A Ord,$673.0M,1551.8,,"NB Private Equity Partners is a closed-ended investment company that invests in direct private equity, co-investing alongside private equity sponsors.
"
OSB,,-0.0,15.120089253922666,9.337377890225026,3.2305417766294084,OSB Group Plc,$1.5B,421.8,Financial Services,"OSB Group PLC is a UK-based specialist mortgage lender focused on selected sub-segments of the UK mortgage market, operating through OneSavings Bank and Charter Court Financial Services.
"
CCC,,0.0,9.486166007905137,-20.765824032336376,-2.464788732394366,Computacenter plc,$2.4B,2216.0,Technology,"Computacenter plc is a UK-based IT services provider that helps clients source, transform, and manage digital technology.
"
SEIT,,-0.0,-2.8409076869980217,-0.3809779340841219,-1.3461538461538516,SDCL Energy Efficiency Income Ord,$579.7M,51.3,,"SDCL Energy Efficiency Income Trust (SEEIT) invests in energy efficiency projects, providing decentralized energy services directly to end users, aiming for stable income, capital preservation, and growth.
"
FGP,,0.0,3.767556619751576,6.437938104763852,-0.24554567923345236,FirstGroup plc,$966.4M,162.5,Industrials,"FirstGroup plc is a British transport group operating bus and rail services in the UK and Republic of Ireland.
"
WIZZ,,0.0,28.53577371048253,-25.109064469219582,24.79806138933764,Wizz Air Holdings Plc,$1.4B,1545.0,Industrials,"Wizz Air Holdings Plc is a Hungary-based airline providing low-cost passenger air transportation services on short-haul and medium-haul routes across Europe, the Caucasus, the Middle East, North Africa, and North-West Asia.
"
DEC,,0.0,-2.04828090709583,63.405626596484296,-0.14914243102162564,Diversified Energy Company PLC,$691.6M,1339.0,Energy,"Diversified Energy Company PLC produces, markets, and transports natural gas and natural gas liquids, focusing on acquiring and managing long-life, low-decline wells in the US.
"
PPH,,0.0,3.9215686274509802,10.677496904580527,0.3787878787878788,PPHE Hotel Group Limited,$574.6M,1325.0,Consumer Cyclical,"PPHE Hotel Group is an international hospitality real estate company that owns, operates, develops, and franchises hotels and resorts primarily in Europe.
"
PRSR,,-0.0,4.780116251259738,46.51425489569336,0.5504587155963251,PRS REIT Ord,$616.6M,109.6,,"PRS REIT invests in newly constructed UK residential rental homes, targeting the family market, to provide investors with income and capital growth.
"
WPS,,-0.0,-14.250000000000007,-19.48356519111903,-7.2972972972973045,W.A.G payment solutions plc,$499.6M,68.6,Technology,"W.A.G Payment Solutions PLC (Eurowag) is a pan-European platform providing integrated payment and mobility solutions for the commercial road transport industry, including energy, toll payments, and related services.
"
BNKR,,0.08,9.127795785761489,22.502488731484103,1.696281822678336,Bankers Ord,$1.4B,125.9,,"Bankers Investment Trust aims for capital growth exceeding the FTSE World Index and dividend growth greater than UK CPI by investing in global companies.
"
SAFE,,0.08,-6.084243369734789,-22.722872707708223,-1.8744906275468622,Safestore Holdings Plc,$1.3B,602.0,Real Estate,"Safestore Holdings PLC is the UK's largest self-storage company, providing storage solutions for personal and business customers in the UK, Paris, and other European locations, and also sells insurance and merchandise.
"
HILS,,0.1,9.357384441939121,8.591484845310662,-2.610441767068273,Hill & Smith PLC,$1.6B,1940.0,Industrials,"Hill & Smith PLC designs, manufactures, and supplies infrastructure products and galvanizing services for various global markets.
"
CGT,,0.1,2.096645702306084,9.415592032122866,0.5162022703818414,Capital Gearing Ord,$912.8M,4870.01,,"Capital Gearing Trust is a UK investment trust aiming to preserve and grow shareholders' wealth through diverse asset allocations, including bonds, equities, and gold.
"
TIFS,,0.1,0.5154639175257731,34.40684756039779,0.0,TI Fluid Systems plc,$959.4M,195.0,Consumer Cyclical,"TI Fluid Systems develops, manufactures, and supplies automotive fluid storage, carrying, delivery, and thermal management systems for all vehicle types.
"
BBGI,,0.11,20.13445378151261,23.839172113226414,16.797384164880196,BBGI Global Infrastructure Ord,$1.0B,142.96,,"BBGI Global Infrastructure invests in operational public-private partnership infrastructure assets, delivering long-term, sustainable returns and serving a social purpose.
"
IEM,,0.13,3.2937323695795224,5.37997345770801,-0.07172462801041804,Impax Environmental Markets Ord,$941.1M,395.5,,"Impax Environmental Markets invests in companies providing, utilizing, or advising on technology-based systems, products, or services in environmental markets, like alternative energy and pollution control.
"
DNLM,,0.15,-1.712846347607053,-5.001304088465938,1.456058242329693,Dunelm Group plc,$2.0B,975.5,Consumer Cyclical,"Dunelm Group plc is a UK-based homewares retailer offering a wide range of furniture, home furnishings and related services through its stores and online platform.
"
HTG,,0.15,9.120521172638437,15.959371627577196,-3.1791907514450863,Hunting PLC,$545.8M,335.0,Energy,"Hunting PLC specializes in manufacturing, trading, and renting equipment for the energy industry, serving oil and gas companies globally.
"
PNL,,0.17,1.9661354581673316,10.05928019743399,-0.025390624999999112,Personal Assets Ord,$1.6B,511.87,,"Personal Assets Trust PLC aims to protect and increase shareholders' funds over the long term by investing in equities, fixed income, cash, and gold.
"
AGT,,0.18,1.6382536382536375,9.63698306082102,1.4273858921161815,AVI Global Trust Ord,$1.1B,244.44,,"AVI Global Trust is a UK-based investment trust aiming for capital growth by investing in undervalued companies, particularly those with share prices discounted to net asset value.
"
BAKK,,0.18,7.471264367816093,59.604492231165615,3.888888888888889,Bakkavor Group plc,$790.8M,140.25,Consumer Defensive,"Bakkavor Group plc is a UK-based provider of fresh prepared foods (FPF) like meals, breads, soups, and salads, with operations in the UK, US, and China.
"
DIG,,0.18,7.4412963878391665,9.427121085042701,0.6075812298780845,Dunedin Income Growth Ord,$384.9M,281.5,,"Dunedin Income Growth aims to achieve income and capital growth by investing mainly in UK-listed companies that meet its sustainable and responsible investing criteria.
"
PNN,,0.18,-10.005849937815595,-27.20301929061945,-3.831253953868797,Pennon Group Plc,$2.2B,446.8,Utilities,"Pennon Group PLC is an environmental infrastructure company providing clean water and wastewater services in the UK, primarily through South West Water and other subsidiaries.
"
HGT,,0.19,0.7782101167315175,27.030668862247982,-0.7662835249042145,HgCapital Trust Ord,$2.4B,518.0,,"HgCapital Trust invests in unquoted software and service companies, aiming for long-term returns exceeding the FTSE All-Share Index.
"
SAIN,,0.19,5.461538461538465,8.51882321329509,0.3815028901734139,Scottish American Ord,$918.6M,520.98,,"Scottish American Ord is a UK-based investment trust aiming to grow dividends faster than inflation through global equities, bonds, property, and other assets.
"
GRG,,0.2,0.6762728146013414,-20.108168829549456,-1.034938621340891,Greggs plc,$2.2B,2096.08,Consumer Cyclical,"Greggs plc is a UK-based food-on-the-go retailer and bakery chain, offering a variety of fresh bakery goods, sandwiches, and drinks.
"
THRG,,0.2,7.617328519855604,2.2122201904941363,-0.13400335008374448,BlackRock Throgmorton Trust Ord,$507.6M,596.2,,"BlackRock Throgmorton Trust plc invests primarily in UK smaller and mid-capitalization companies traded on the London Stock Exchange, seeking long-term capital growth and an attractive total return for shareholders.
"
PHP,,0.21,6.546718948608353,8.171662008727036,0.3717912117047415,Primary Health Properties Plc,$1.2B,91.79,Real Estate,"Primary Health Properties PLC is a UK-based real estate investment trust that invests in modern primary healthcare properties, leasing them to GPs, government healthcare bodies, and pharmacies in the UK and Ireland.
"
COA,,0.22,0.8888888888888857,34.61766320048176,-1.9438428766541955,Coats Group plc,$1.5B,90.8,Consumer Cyclical,"Coats Group plc is a global leader in industrial thread and structural components for apparel, footwear, and performance materials.
"
WG,,0.22,9.504795001454577,-54.238986246004885,0.36602772631318437,John Wood Group PLC,$485.0M,68.55,Energy,"John Wood Group PLC is a global consulting and engineering company providing project, engineering, and technical services across various industries.
"
JFJ,,0.24,7.755357142857133,19.526214900740044,1.758853288364241,JPMorgan Japanese Ord,$983.7M,603.43,,"JPMorgan Japanese Ord is a UK-based investment trust seeking capital growth by investing in a portfolio of Japanese companies.
"
SYNC,,0.24,0.03236575269206134,-22.724999999999998,1.2336261405049687,Syncona Ord,$580.2M,92.73,,"Syncona Ord is a FTSE250 company that founds, builds, and funds healthcare companies to deliver transformational treatments.
"
CMCX,,0.25,-6.437499999999995,38.95933297747065,0.022271714922054063,CMC Markets Plc,$643.6M,224.55,Financial Services,"CMC Markets Plc is a UK-based online financial trading company providing retail and institutional clients access to trade various financial products, including CFDs and spread betting, across global markets.
"
BRGE,,0.25,9.27927927927928,3.568820674708369,3.4982935153583616,BlackRock Greater Europe Ord,$586.5M,606.5,,"BlackRock Greater Europe Ord is a UK investment trust focused on achieving capital growth through a portfolio of European companies, including large, mid, and small capitalization businesses.
"
APAX,,0.3,-5.0,-6.068298246791896,-1.0416621726654676,Apax Global Alpha Ord,$672.0M,133.0,,"Apax Global Alpha is a closed-ended investment company that invests in private equity through Apax Funds and derived investments in equities and debt, aiming for long-term capital appreciation and dividends.
"
PFD,,0.31,9.318181818181822,40.28591159283605,3.2188874999897705,Premier Foods plc,$1.6B,192.4,Consumer Defensive,"Premier Foods plc is a UK-based food manufacturer producing and supplying a range of food products, including cooking sauces, desserts, and sweet treats, with well-known brands like Mr Kipling and Bisto.
"
THRL,,0.32,7.772273157241624,16.09924984447201,1.4918378819521056,Target Healthcare REIT Ord,$544.8M,87.08,,"Target Healthcare REIT is a UK-based real estate investment trust that invests in a diversified portfolio of freehold and long leasehold care homes and other healthcare assets, letting them to care home operators.
"
ABDN,,0.32,17.21953570966282,9.172502757243597,2.3429913742404618,abrdn plc,$2.8B,157.25,Financial Services,"abrdn plc is a global investment company managing investments and providing financial planning solutions through its Investments, Adviser, and Interactive Investor segments.
"
FRAS,,0.32,9.264069264069263,-21.712158808933,1.4469453376205788,Frasers Group Plc,$2.8B,631.0,Consumer Cyclical,"Frasers Group PLC is a retailer of sports, fitness, fashion, and lifestyle products with brands like Sports Direct, Flannels, and House of Fraser.
"
MYI,,0.36,6.054794520547955,18.29851908766539,1.6772983114446631,Murray International Ord,$1.6B,270.97,,"Murray International Trust PLC is a UK investment trust aiming for above-average dividend yield and long-term growth by investing in global equities and fixed income securities.
"
BSIF,,0.37,-0.39140100313834975,-10.074096661076377,3.1486126273011132,Bluefield Solar Income Fund,$477.2M,81.9,,"Bluefield Solar Income Fund is a UK investment trust focused on acquiring and managing a diversified portfolio of renewable energy assets, primarily solar, in the UK to provide stable income to investors.
"
MWY,,0.37,2.998754669987552,9.80049466169218,1.1100244498777556,Mid Wynd International Inv Tr Ord,$370.2M,827.08,,"Mid Wynd International Investment Trust aims for capital and income growth by investing globally in high-quality companies.
"
QLT,,0.38,13.785714285714294,64.00679944504137,-0.25046772441192516,Quilter plc,$2.2B,159.3,Financial Services,"Quilter plc is a UK-based wealth management company providing financial advice, investment platforms, and investment management services.
"
ASC,,0.4,3.651540512881572,0.9911054637865253,-2.166423422593621,ASOS Plc,$481.3M,397.4,Consumer Cyclical,"ASOS Plc is a UK-based global online fashion and cosmetic retailer targeting young adults, offering over 850 brands, including its own, and shipping to 196 countries.
"
ALFA,,0.43,14.074074074074074,35.037182729231056,2.666666666666667,Alfa Financial Software Holdings PLC,$663.7M,231.0,Technology,"Alfa Financial Software Holdings PLC provides software and services, including its Alfa Systems platform, to the auto and equipment finance industry globally.
"
MTO,,0.45,7.463232279855162,18.97771943985763,1.4930582442034166,Mitie Group plc,$1.4B,116.92,Industrials,"Mitie Group PLC is a British strategic outsourcing and energy services company, providing facilities and property management, infrastructure consultancy, and technical services.
"
GNS,,0.45,21.216216216216218,-13.944641905620713,-5.47945205479452,Genus plc,$1.2B,1794.0,Healthcare,"Genus PLC is an animal genetics company supplying elite breeding animals, semen, and embryos to cattle and pig farmers, enabling them to produce quality meat and milk.
"
ELM,,0.45,16.050298477495602,16.685714843381643,1.225806451612907,Elementis plc,$930.2M,156.9,Basic Materials,"Elementis plc is a UK-based specialty chemicals company manufacturing additives and chemicals for consumer and industrial applications.
"
ICGT,,0.46,3.937007874015748,16.976919282394785,-0.7518796992481203,ICG Enterprise Trust Ord,$847.6M,1320.0,,"ICG Enterprise Trust is a UK-based investment company that invests in private equity funds and directly in private companies, seeking long-term growth.
"
CKN,,0.46,4.291666666666667,29.042388669273095,1.6299303944315544,Clarkson PLC,$1.3B,4380.25,Industrials,"Clarkson PLC provides integrated shipping services and investment banking to the shipping and offshore markets, facilitating global trade.
"
PCFT,,0.48,8.89923422217887,40.71109665237487,2.562315676850932,Polar Capital Global Financials Ord,$624.6M,207.5,,"Polar Capital Global Financials Trust invests in global financial sector companies, including banks, insurers, asset managers, and fintechs, aiming for income and capital growth.
"
ZIG,,0.48,8.020477815699659,0.7984119622226775,3.0944625407166124,Zigup Plc,$699.9M,316.5,Industrials,"Zigup Plc is an integrated mobility solutions platform offering vehicle rental, fleet management, accident management, and repair services across the UK, Ireland, and Spain.
"
FEV,,0.49,9.535864978902946,10.889968735809983,3.2891246684350075,Fidelity European Trust Ord,$1.6B,389.4,,"Fidelity European Trust PLC aims for long-term capital and income growth by primarily investing in continental European equities.
"
PIN,,0.5,0.8176100628930889,1.777777777777785,0.1875000000000071,Pantheon International Ord,$1.5B,320.6,,"Pantheon International Plc (PIP) is a FTSE 250 investment trust providing exposure to a diversified portfolio of global private equity assets.
"
RICA,,0.52,5.071698113207546,6.659057850175006,0.884057971014492,Ruffer Investment Company Ord,$910.1M,278.44,,"Ruffer Investment Company is a British investment company focused on investments in internationally listed equities and related securities, aiming for positive annual returns and capital preservation.
"
SPI,,0.53,1.6371681415929156,-2.308919030644267,-0.9913793103448325,Spire Healthcare Group plc,$927.4M,229.7,Healthcare,"Spire Healthcare Group plc owns and operates private hospitals and clinics in the UK, providing a range of integrated surgical, medical, and diagnostic healthcare services.
"
JTC,,0.53,0.6335797254487857,25.572266764118034,-0.7291666666666666,JTC PLC,$1.6B,953.0,Financial Services,"JTC PLC is a global professional services business providing fund, corporate, and private client services to institutional and private clients.
"
GSCT,,0.54,2.69182389937107,15.870409701102558,0.5418756998701318,The Global Smaller Companies Trust Ord,$748.4M,163.28,,"The Global Smaller Companies Trust aims to achieve high total returns by investing in smaller companies worldwide, diversifying its portfolio across sectors and markets.
"
CCR,,0.54,7.338129496402869,3.384134939848709,4.044634832901347,C&C Group plc,$549.7M,149.2,Consumer Defensive,"C&C Group plc is a premium drinks company that manufactures, markets, and distributes branded beer, cider, wine, spirits, and soft drinks across the UK and Ireland, with a presence in Europe, Asia-Pacific, North America, and Australia.
"
PTEC,,0.54,5.555555555555555,60.73752711496746,0.2706359945872801,Playtech plc,$2.3B,741.0,Consumer Cyclical,"Playtech plc provides software and services to the online gambling industry, offering platforms for online casinos, sports betting, and more.
"
BBH,,0.55,-1.4905189786866941,0.24711520607399623,-0.9536805331429064,Bellevue Healthcare Ord,$369.5M,145.4,,"Bellevue Healthcare Trust is a UK-based investment trust focused on investing in listed global healthcare companies, aiming for long-term capital growth and income for its shareholders.
"
EDIN,,0.56,6.501361109125199,22.73390304434568,1.3588390501319203,Edinburgh Investment Ord,$1.1B,768.3,,"Edinburgh Investment Trust aims to increase net asset value per share and dividends by investing primarily in UK securities, with up to 20% in international stocks.
"
PHI,,0.56,3.5348432055749064,7.76324032774616,2.996533795493928,Pacific Horizon Ord,$525.8M,594.29,,"Pacific Horizon Ord is a UK investment company focused on achieving capital growth by investing in companies listed in the Asia-Pacific region (excluding Japan) and the Indian Sub-continent.
"
PAY,,0.58,3.427719821162444,41.72213676748775,0.43415340086830684,PayPoint plc,$503.1M,694.0,Technology,"PayPoint PLC is a UK-based company providing multichannel payment solutions and retail services through its network of retail locations and digital platforms.
"
AGR,,0.58,4.9252923088355365,-2.8300498093111255,1.8807059546991949,Assura Plc,$1.2B,37.92,Real Estate,"Assura PLC is a UK-based healthcare property investor and developer, specialising in primary care buildings.
"
CTY,,0.59,5.539857667155982,19.41117841027994,1.870818915801618,City of London Ord,$2.2B,441.61,,"City of London Investment Trust PLC aims for long-term growth in income and capital by investing in equities listed on the London Stock Exchange.
"
BUT,,0.6,7.00374531835206,20.186065313476835,1.3120567375886525,Brunner Ord,$619.1M,1428.5,,"Brunner Ord is a UK-based investment company aiming for long-term growth in capital and dividends by investing in a global portfolio of equities.
"
SEQI,,0.6,1.1445780984055918,2.55451112743892,-0.43702190028402155,Sequoia Economic Infrastructure Inc Ord,$1.2B,77.46,,"Sequoia Economic Infrastructure Income Fund invests in a diversified portfolio of senior and subordinated economic infrastructure debt instruments.
"
GCP,,0.65,9.50859837636953,19.106672858140186,5.716744425345447,GCP Infrastructure Investment Ord,$630.4M,74.48,,"GCP Infrastructure Investments is a Jersey-based investment company focused on UK infrastructure debt and similar assets, aiming to provide long-term dividend income and preserve capital.
"
TCAP,,0.65,5.1257253384912955,62.30611020340612,0.09208103130755065,TP ICAP Group PLC,$2.0B,271.75,Financial Services,"TP ICAP Group PLC is a UK-based liquidity and data solutions company, providing intermediary services and data-led solutions across financial, energy, and commodities markets.
"
FSV,,0.66,7.921311475409844,26.45316336468427,2.542056074766363,Fidelity Special Values Ord,$1.1B,329.16,,"Fidelity Special Values Ord is a British investment trust that invests in undervalued UK-listed companies, aiming for long-term capital growth.
"
QQ,,0.66,-9.905891283354132,0.49190037366031464,-2.0990328243812746,QinetiQ Group plc,$2.0B,363.8,Industrials,"QinetiQ Group plc is a global defense and security company providing technology and services primarily in the defense, security, and critical national infrastructure markets.
"
DSCV,,0.67,-4.739336492890995,-14.176951348894592,-2.4271844660194173,discoverIE Group plc,$592.7M,603.0,Technology,"discoverIE Group plc designs and manufactures customized electronic components for industrial applications.
"
JGGI,,0.7,3.9743150684931567,18.649089931243125,1.54013377926422,JPMorgan Global Growth & Income Ord,$3.1B,607.21,,"JPMorgan Global Growth & Income Ord aims to provide superior total returns by investing in companies worldwide, outperforming the MSCI All Country World Index over the long term.
"
IBST,,0.7,8.438285069726795,15.540297564944,3.6101102057338275,Ibstock plc,$673.8M,172.2,Basic Materials,"Ibstock plc manufactures and supplies clay bricks and concrete products to the UK construction industry.
"
TEM,,0.7,4.993911817393369,21.25782491592321,2.011834319526631,Templeton Emerging Mkts Invmt Tr TEMIT,$1.8B,172.4,,"Templeton Emerging Markets Investment Trust (TEMIT) aims to achieve long-term capital growth by investing in emerging market companies or those with significant emerging market revenues.
"
SOI,,0.72,1.8141934026243867,20.20629537604099,1.8181818181818181,Schroder Oriental Income Ord,$644.9M,280.0,,"Schroder Oriental Income Ord aims to provide total return by investing in Asia Pacific (including Australia and New Zealand) companies with attractive yields and growing dividends.
"
RS1,,0.72,-2.771362586605081,-14.856779691492825,-1.328125,RS Group plc,$3.1B,631.5,Industrials,"RS Group plc is a global distributor of industrial and electrical products and service solutions, offering over 600,000 products to over 1 million customers.
"
BME,,0.73,3.4147139684499166,-30.05628554287685,-0.8463949843260152,B&M European Value Retail S.A.,$3.2B,316.3,Consumer Defensive,"B&M European Value Retail S.A. operates discount retail stores, offering a variety of merchandise including food, home goods, and DIY products, through its B&M, Heron Foods, and B&M Express chains in the UK and France.
"
HVPE,,0.73,6.5891472868217065,17.77301927194861,-0.7220216606498195,HarbourVest Global Priv Equity Ord,$2.1B,2750.0,,"HarbourVest Global Private Equity invests in a diversified global portfolio of private companies through HarbourVest-managed funds, seeking long-term capital appreciation.
"
TRN,,0.74,-9.820971867007666,10.46365492345462,-3.1318681318681256,Trainline Plc,$1.6B,352.6,Consumer Cyclical,"Trainline Plc is a UK-based independent rail and coach travel platform, selling tickets worldwide.
"
FAN,,0.76,3.7181996086105675,27.64645094145196,0.3787878787878788,Volution Group plc,$1.1B,530.0,Industrials,"Volution Group plc is a leading supplier of ventilation products for residential and commercial buildings.
"
VOF,,0.76,-2.04710920770878,4.472262154992365,-0.2311886586695752,VinaCapital Vietnam Opp Fund Ord,$658.9M,457.44,,"VinaCapital Vietnam Opp Fund Ord aims for medium to long-term returns by investing in Vietnam-based assets or companies with a majority of their operations in Vietnam.
"
